instance,ghtw,triang,balsepkdecomp,globalbipkdecomp,localbipkdecomp,frasmt
hypergraphs_rand-25-10-25-87-48.xml.hg,6,4.56,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-49.xml.hg,5,0.71,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-50.xml.hg,6,2.55,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-01.xml.hg,5,0.25,TO,TO,TO,643.69
hypergraphs_rand-3-20-20-60-632-02.xml.hg,5,0.29,TO,TO,TO,2313.41
hypergraphs_rand-3-20-20-60-632-03.xml.hg,5,0.36000000000000004,2542.99,TO,TO,1268.36
hypergraphs_rand-3-20-20-60-632-04.xml.hg,5,0.27,TO,TO,TO,524.81
hypergraphs_rand-3-20-20-60-632-05.xml.hg,5,0.27,TO,TO,TO,633.75
hypergraphs_rand-3-20-20-60-632-06.xml.hg,5,0.25,TO,TO,TO,730.42
hypergraphs_rand-3-20-20-60-632-07.xml.hg,5,0.28,TO,TO,TO,1489.97
hypergraphs_rand-3-20-20-60-632-08.xml.hg,5,0.36,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-09.xml.hg,5,0.38,TO,TO,TO,1846.84
hypergraphs_rand-3-20-20-60-632-10.xml.hg,5,0.24,TO,TO,TO,2368.38
hypergraphs_rand-3-20-20-60-632-11.xml.hg,5,0.26,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-12.xml.hg,5,0.27,1335.9,TO,TO,1380.25
hypergraphs_rand-3-20-20-60-632-13.xml.hg,5,0.27,TO,TO,TO,1039.38
hypergraphs_rand-3-20-20-60-632-14.xml.hg,5,0.34,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-15.xml.hg,5,0.23,TO,TO,TO,1586.09
hypergraphs_rand-3-20-20-60-632-16.xml.hg,5,0.25,TO,TO,TO,811.72
hypergraphs_rand-3-20-20-60-632-17.xml.hg,5,0.28,TO,TO,TO,1329.9
hypergraphs_rand-3-20-20-60-632-18.xml.hg,5,0.21,TO,TO,TO,174.09
hypergraphs_rand-3-20-20-60-632-19.xml.hg,5,0.29,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-20.xml.hg,5,0.25,246.04,TO,TO,1279.24
hypergraphs_rand-3-20-20-60-632-21.xml.hg,5,0.29,TO,TO,TO,3428.21
hypergraphs_rand-3-20-20-60-632-22.xml.hg,5,0.22,TO,TO,TO,968.35
hypergraphs_rand-3-20-20-60-632-23.xml.hg,5,0.28,TO,TO,TO,2802.71
hypergraphs_rand-3-20-20-60-632-24.xml.hg,5,0.28,TO,TO,TO,722.83
hypergraphs_rand-3-20-20-60-632-25.xml.hg,5,0.32,TO,TO,TO,625.85
hypergraphs_rand-3-20-20-60-632-26.xml.hg,5,0.46,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-27.xml.hg,5,0.26,327.49,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-28.xml.hg,5,0.25,TO,TO,TO,181.66
hypergraphs_rand-3-20-20-60-632-29.xml.hg,5,0.35,TO,TO,TO,652.08
hypergraphs_rand-3-20-20-60-632-30.xml.hg,5,0.35,TO,TO,TO,757.98
hypergraphs_rand-3-20-20-60-632-31.xml.hg,5,0.45,TO,TO,TO,1550.17
hypergraphs_rand-3-20-20-60-632-32.xml.hg,5,0.27,TO,TO,TO,2306.7
hypergraphs_rand-3-20-20-60-632-33.xml.hg,5,0.3,TO,TO,TO,1564.46
hypergraphs_rand-3-20-20-60-632-34.xml.hg,5,0.34,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-35.xml.hg,5,0.39,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-36.xml.hg,5,0.27,TO,TO,TO,1503.39
hypergraphs_rand-3-20-20-60-632-37.xml.hg,5,0.33,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-38.xml.hg,5,0.34,TO,TO,TO,917.51
hypergraphs_rand-3-20-20-60-632-39.xml.hg,5,0.26,284.57,TO,TO,387.54
hypergraphs_rand-3-20-20-60-632-40.xml.hg,5,0.29,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-41.xml.hg,5,0.24,TO,TO,TO,854.82
hypergraphs_rand-3-20-20-60-632-42.xml.hg,5,0.36,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-43.xml.hg,5,0.25,TO,TO,TO,356.33
hypergraphs_rand-3-20-20-60-632-44.xml.hg,5,0.23,TO,TO,TO,656.34
hypergraphs_rand-3-20-20-60-632-45.xml.hg,5,0.25,TO,TO,TO,448.8
hypergraphs_rand-3-20-20-60-632-46.xml.hg,5,0.24,TO,TO,TO,1529.94
hypergraphs_rand-3-20-20-60-632-47.xml.hg,5,0.37,TO,TO,TO,1798.37
hypergraphs_rand-3-20-20-60-632-48.xml.hg,5,0.28,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632-49.xml.hg,5,0.27,TO,TO,TO,1670.93
hypergraphs_rand-3-20-20-60-632-50.xml.hg,5,0.31,TO,TO,TO,1198.59
hypergraphs_rand-3-20-20-60-632f-01.xml.hg,5,0.24,TO,TO,TO,641.9
hypergraphs_rand-3-20-20-60-632f-02.xml.hg,5,0.29000000000000004,TO,TO,TO,2303.49
hypergraphs_rand-3-20-20-60-632f-03.xml.hg,5,0.37,TO,TO,TO,1252.17
hypergraphs_rand-3-20-20-60-632f-04.xml.hg,5,0.27,TO,TO,TO,544.69
hypergraphs_rand-3-20-20-60-632f-05.xml.hg,5,0.28,TO,TO,TO,606.47
hypergraphs_rand-3-20-20-60-632f-06.xml.hg,5,0.24,TO,TO,TO,768.26
hypergraphs_rand-3-20-20-60-632f-07.xml.hg,5,0.29,TO,TO,TO,1420.83
hypergraphs_rand-3-20-20-60-632f-08.xml.hg,5,0.36,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-09.xml.hg,5,0.33,TO,TO,TO,1841.46
hypergraphs_rand-3-20-20-60-632f-10.xml.hg,5,0.23,TO,TO,TO,2467.38
hypergraphs_rand-3-20-20-60-632f-11.xml.hg,5,0.24,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-12.xml.hg,5,0.27,TO,TO,TO,1394.53
hypergraphs_rand-3-20-20-60-632f-13.xml.hg,5,0.28,TO,TO,TO,1080.29
hypergraphs_rand-3-20-20-60-632f-14.xml.hg,5,0.31,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-15.xml.hg,5,0.23,TO,TO,TO,1509.68
hypergraphs_rand-3-20-20-60-632f-16.xml.hg,5,0.25,TO,TO,TO,834.62
hypergraphs_rand-3-20-20-60-632f-17.xml.hg,5,0.26,TO,TO,TO,1308.72
hypergraphs_rand-3-20-20-60-632f-18.xml.hg,5,0.19,TO,TO,TO,166.9
hypergraphs_rand-3-20-20-60-632f-19.xml.hg,5,0.27,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-20.xml.hg,5,0.26,TO,TO,TO,1294.42
hypergraphs_rand-3-20-20-60-632f-21.xml.hg,5,0.30000000000000004,TO,TO,TO,3462.12
hypergraphs_rand-3-20-20-60-632f-22.xml.hg,5,0.22,TO,TO,TO,955.19
hypergraphs_rand-3-20-20-60-632f-23.xml.hg,5,0.28,TO,TO,TO,2786.67
hypergraphs_rand-3-20-20-60-632f-24.xml.hg,5,0.27,TO,TO,TO,757.34
hypergraphs_rand-3-20-20-60-632f-25.xml.hg,5,0.32,TO,TO,TO,628.97
hypergraphs_rand-3-20-20-60-632f-26.xml.hg,5,0.43,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-27.xml.hg,5,0.26,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-28.xml.hg,5,0.25,TO,TO,TO,183.26
hypergraphs_rand-3-20-20-60-632f-29.xml.hg,5,0.33,TO,TO,TO,675.76
hypergraphs_rand-3-20-20-60-632f-30.xml.hg,5,0.32,738.86,TO,TO,736.92
hypergraphs_rand-3-20-20-60-632f-31.xml.hg,5,0.42,TO,TO,TO,1545.64
hypergraphs_rand-3-20-20-60-632f-32.xml.hg,5,0.26,TO,TO,TO,2279.11
hypergraphs_rand-3-20-20-60-632f-33.xml.hg,5,0.3,TO,TO,TO,1604.86
hypergraphs_rand-3-20-20-60-632f-34.xml.hg,5,0.34,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-35.xml.hg,5,0.39,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-36.xml.hg,5,0.26,TO,TO,TO,1453.97
hypergraphs_rand-3-20-20-60-632f-37.xml.hg,5,0.33,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-38.xml.hg,5,0.34,TO,TO,TO,906.96
hypergraphs_rand-3-20-20-60-632f-39.xml.hg,5,0.25,TO,TO,TO,385.47
hypergraphs_rand-3-20-20-60-632f-40.xml.hg,5,0.28,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-41.xml.hg,5,0.24,TO,TO,TO,842.14
hypergraphs_rand-3-20-20-60-632f-42.xml.hg,5,0.36,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-43.xml.hg,5,0.25,TO,TO,TO,341.62
hypergraphs_rand-3-20-20-60-632f-44.xml.hg,5,0.24,TO,TO,TO,685.48
hypergraphs_rand-3-20-20-60-632f-45.xml.hg,5,0.25,TO,TO,TO,435.48
hypergraphs_rand-3-20-20-60-632f-46.xml.hg,5,0.24,TO,TO,TO,1452.52
hypergraphs_rand-3-20-20-60-632f-47.xml.hg,5,0.36,TO,TO,TO,1805.36
hypergraphs_rand-3-20-20-60-632f-48.xml.hg,5,0.28,TO,TO,TO,TO
hypergraphs_rand-3-20-20-60-632f-49.xml.hg,5,0.27,TO,TO,TO,1779.51
hypergraphs_rand-3-20-20-60-632f-50.xml.hg,5,0.29,TO,TO,TO,1137.59
hypergraphs_rand-3-24-24-76-632-01.xml.hg,6,1.34,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-02.xml.hg,6,0.45,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-03.xml.hg,6,0.63,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-04.xml.hg,5,0.57,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-05.xml.hg,6,0.76,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-06.xml.hg,6,0.84,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-07.xml.hg,6,0.62,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-08.xml.hg,6,0.65,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-09.xml.hg,6,1.38,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-10.xml.hg,6,0.54,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-11.xml.hg,6,0.57,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-12.xml.hg,6,0.81,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-13.xml.hg,5,0.57,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-14.xml.hg,6,0.61,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-15.xml.hg,6,0.63,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-16.xml.hg,6,0.56,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-17.xml.hg,6,0.97,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-18.xml.hg,6,0.78,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-19.xml.hg,6,0.61,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-20.xml.hg,6,0.81,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-21.xml.hg,5,0.66,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-22.xml.hg,6,0.83,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-23.xml.hg,6,0.69,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-24.xml.hg,6,1.01,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-25.xml.hg,6,0.79,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-26.xml.hg,6,0.65,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-27.xml.hg,6,0.87,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-28.xml.hg,5,0.52,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-29.xml.hg,6,0.54,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-30.xml.hg,6,0.82,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-31.xml.hg,6,0.7,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-32.xml.hg,5,0.37,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-33.xml.hg,6,0.67,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-34.xml.hg,6,0.6,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-35.xml.hg,6,0.8,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-36.xml.hg,6,0.53,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-37.xml.hg,6,0.4,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-38.xml.hg,6,0.86,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-39.xml.hg,6,0.64,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-40.xml.hg,6,0.64,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-41.xml.hg,6,0.6,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-42.xml.hg,6,0.75,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-43.xml.hg,6,0.75,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-44.xml.hg,6,0.74,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-45.xml.hg,6,0.58,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-46.xml.hg,6,0.46,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-47.xml.hg,6,0.59,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-48.xml.hg,6,0.74,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-49.xml.hg,6,0.78,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632-50.xml.hg,6,0.7,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-01.xml.hg,6,1.34,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-02.xml.hg,6,0.43,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-03.xml.hg,6,0.64,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-04.xml.hg,5,0.59,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-05.xml.hg,6,0.74,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-06.xml.hg,6,0.8,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-07.xml.hg,6,0.61,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-08.xml.hg,6,0.63,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-09.xml.hg,6,1.34,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-10.xml.hg,6,0.53,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-11.xml.hg,6,0.56,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-12.xml.hg,6,0.81,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-13.xml.hg,5,0.55,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-14.xml.hg,6,0.61,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-15.xml.hg,6,0.64,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-16.xml.hg,6,0.58,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-17.xml.hg,6,0.94,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-18.xml.hg,6,0.75,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-19.xml.hg,6,0.5900000000000001,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-20.xml.hg,6,0.83,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-21.xml.hg,5,0.64,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-22.xml.hg,6,0.79,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-23.xml.hg,6,0.68,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-24.xml.hg,6,1.01,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-25.xml.hg,6,0.78,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-26.xml.hg,6,0.63,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-27.xml.hg,6,0.87,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-28.xml.hg,5,0.53,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-29.xml.hg,6,0.53,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-30.xml.hg,6,0.8,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-31.xml.hg,6,0.69,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-32.xml.hg,5,0.37,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-33.xml.hg,6,0.67,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-34.xml.hg,6,0.5900000000000001,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-35.xml.hg,6,0.83,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-36.xml.hg,6,0.55,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-37.xml.hg,6,0.4,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-38.xml.hg,6,0.84,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-39.xml.hg,6,0.63,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-40.xml.hg,6,0.66,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-41.xml.hg,6,0.58,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-42.xml.hg,6,0.74,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-43.xml.hg,6,0.78,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-44.xml.hg,6,0.77,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-45.xml.hg,6,0.62,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-46.xml.hg,6,0.44,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-47.xml.hg,6,0.6,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-48.xml.hg,6,0.77,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-49.xml.hg,6,0.78,TO,TO,TO,TO
hypergraphs_rand-3-24-24-76-632f-50.xml.hg,6,0.67,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-01.xml.hg,7,0.98,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-02.xml.hg,7,2.87,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-03.xml.hg,7,1.82,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-04.xml.hg,7,2.27,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-05.xml.hg,7,1.95,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-06.xml.hg,7,2.61,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-07.xml.hg,7,1.59,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-08.xml.hg,7,3.33,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-09.xml.hg,7,2.01,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-10.xml.hg,6,3.05,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-11.xml.hg,7,1.57,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-12.xml.hg,7,2.16,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-13.xml.hg,7,3.21,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-14.xml.hg,6,2.09,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-15.xml.hg,7,2.46,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-16.xml.hg,7,3.44,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-17.xml.hg,7,1.52,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-18.xml.hg,7,2.38,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-19.xml.hg,7,2.56,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-20.xml.hg,6,2.63,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-21.xml.hg,7,1.91,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-22.xml.hg,7,1.5,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-23.xml.hg,7,2.78,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-24.xml.hg,6,3.23,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-25.xml.hg,7,3.38,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-26.xml.hg,7,2.35,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-27.xml.hg,7,2.51,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-28.xml.hg,7,3.04,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-29.xml.hg,7,2.56,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-30.xml.hg,7,1.9,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-31.xml.hg,6,2.04,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-32.xml.hg,7,3.72,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-33.xml.hg,7,2.48,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-34.xml.hg,7,2.38,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-35.xml.hg,6,0.96,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-36.xml.hg,6,1.52,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-37.xml.hg,7,2.54,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-38.xml.hg,7,2.58,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-39.xml.hg,7,2.86,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-40.xml.hg,7,2.37,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-41.xml.hg,7,3.15,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-42.xml.hg,7,2.1,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-43.xml.hg,6,1.8,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-44.xml.hg,7,1.29,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-45.xml.hg,6,3.3,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-46.xml.hg,7,3.39,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-47.xml.hg,7,2.41,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-48.xml.hg,7,2.42,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-49.xml.hg,7,2.01,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632-50.xml.hg,7,1.72,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-01.xml.hg,7,0.96,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-02.xml.hg,7,2.81,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-03.xml.hg,7,1.98,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-04.xml.hg,7,2.46,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-05.xml.hg,7,1.87,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-06.xml.hg,7,2.52,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-07.xml.hg,7,1.56,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-08.xml.hg,7,3.41,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-09.xml.hg,7,2.03,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-10.xml.hg,6,3.05,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-11.xml.hg,7,1.56,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-12.xml.hg,7,2.24,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-13.xml.hg,7,3.17,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-14.xml.hg,6,2.04,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-15.xml.hg,7,2.5,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-16.xml.hg,7,3.5300000000000002,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-17.xml.hg,7,1.47,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-18.xml.hg,7,2.29,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-19.xml.hg,7,2.54,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-20.xml.hg,6,2.67,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-21.xml.hg,7,1.87,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-22.xml.hg,7,1.45,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-23.xml.hg,7,2.83,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-24.xml.hg,6,3.29,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-25.xml.hg,7,3.2800000000000002,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-26.xml.hg,7,2.26,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-27.xml.hg,7,2.52,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-28.xml.hg,7,3.03,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-29.xml.hg,7,2.44,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-30.xml.hg,7,1.84,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-31.xml.hg,6,2.05,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-32.xml.hg,7,3.73,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-33.xml.hg,7,2.36,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-34.xml.hg,7,2.25,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-35.xml.hg,6,0.94,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-36.xml.hg,6,1.5,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-37.xml.hg,7,2.48,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-38.xml.hg,7,2.58,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-39.xml.hg,7,2.82,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-40.xml.hg,7,2.31,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-41.xml.hg,7,3.02,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-42.xml.hg,7,2.02,TO,TO,TO,TO
hypergraphs_rand-3-28-28-93-632f-43.xml.hg,6,1.8,TO,TO,TO,TO
