instance,tw,triang_tw,tamaki,quickbb,p17
CFG_fuzix_fuzix_filesys_srch_dir.gr,3,0.01,0.31,0.01,0.02
CFG_fuzix_fuzix_filesys_srch_mt.gr,3,0.02,0.25,0.0,0.02
CFG_fuzix_fuzix_filesys_super.gr,1,0.01,0.19,0.03,0.03
CFG_fuzix_fuzix_filesys_uf_alloc.gr,1,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_filesys_uf_alloc_n.gr,2,0.01,0.21,0.01,0.02
CFG_fuzix_fuzix_filesys_validblk.gr,3,0.03,0.22,0.0,0.03
CFG_fuzix_fuzix_filesys_wr_inode.gr,1,0.01,0.23,0.0,0.03
CFG_fuzix_fuzix_fopen___fopen.gr,3,0.03,0.49,0.01,0.03
CFG_fuzix_fuzix_fprintf_fprintf.gr,1,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_fputc_fputc.gr,3,0.02,0.35000000000000003,0.01,0.03
CFG_fuzix_fuzix_fputs_fputs.gr,2,0.01,0.27,0.04,0.02
CFG_fuzix_fuzix_frea_fread.gr,2,0.02,0.4,0.19,0.03
CFG_fuzix_fuzix_free___mini_malloc.gr,2,0.01,0.21,0.01,0.03
CFG_fuzix_fuzix_free_free.gr,3,0.01,0.35000000000000003,0.01,0.03
CFG_fuzix_fuzix_fscanf_fscanf.gr,1,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_fsetpos_fsetpos.gr,1,0.01,0.19,0.01,0.02
CFG_fuzix_fuzix_ftell_ftell.gr,2,0.01,0.19,0.01,0.02
CFG_fuzix_fuzix_fwrite_fwrite.gr,3,0.03,0.43,0.01,0.03
CFG_fuzix_fuzix_getcw_getcwd.gr,2,0.01,0.29000000000000004,0.02,0.02
CFG_fuzix_fuzix_getcw_recurser.gr,3,0.01,0.30000000000000004,0.0,0.02
CFG_fuzix_fuzix_getcw_search_dir.gr,3,0.02,0.43,0.01,0.03
CFG_fuzix_fuzix_getenv_getenv.gr,3,0.02,0.27,0.01,0.03
CFG_fuzix_fuzix_getgrgi_getgrgid.gr,3,0.03,0.26,0.0,0.04
CFG_fuzix_fuzix_getgrnam_getgrnam.gr,3,0.02,0.25,0.0,0.03
CFG_fuzix_fuzix_gethostname_gethostname.gr,2,0.02,0.25,0.01,0.02
CFG_fuzix_fuzix_gethostname_openhostname.gr,1,0.01,0.16999999999999998,0.0,0.04
CFG_fuzix_fuzix_gethostname_sethostname.gr,2,0.01,0.21000000000000002,0.02,0.04
CFG_fuzix_fuzix_getopt_Err.gr,2,0.01,0.22,0.02,0.03
CFG_fuzix_fuzix_getopt_getopt.gr,3,0.01,0.39,0.02,0.04
CFG_fuzix_fuzix_getpass__getchar.gr,2,0.01,0.21,0.01,0.03
CFG_fuzix_fuzix_getpass__gets.gr,3,0.01,0.24,0.01,0.03
CFG_fuzix_fuzix_getpass_getpass.gr,2,0.02,0.24,0.02,0.02
CFG_fuzix_fuzix_getpw_getpw.gr,2,0.01,0.27,0.05,0.02
CFG_fuzix_fuzix_getpwnam_getpwnam.gr,3,0.01,0.25,0.01,0.04
CFG_fuzix_fuzix_getpwui_getpwuid.gr,3,0.01,0.24,0.0,0.03
CFG_fuzix_fuzix_gets_gets.gr,2,0.02,0.32,0.04,0.03
CFG_fuzix_fuzix_gets_puts.gr,2,0.01,0.28,0.02,0.03
CFG_fuzix_fuzix_gettimeofday_gettimeofday.gr,2,0.03,0.18,0.01,0.04
CFG_fuzix_fuzix_gmtime___tm_conv.gr,3,0.01,0.63,0.02,0.04
CFG_fuzix_fuzix_gmtime_gmtime.gr,1,0.01,0.18,0.0,0.04
CFG_fuzix_fuzix_gmtime_r_gmtime_r.gr,1,0.02,0.17,0.0,0.02
CFG_fuzix_fuzix_grent_endgrent.gr,2,0.01,0.19,0.01,0.02
CFG_fuzix_fuzix_grent_getgrent.gr,2,0.01,0.18,0.0,0.02
CFG_fuzix_fuzix_grent_setgrent.gr,2,0.01,0.18,0.01,0.04
CFG_fuzix_fuzix_index_index.gr,1,0.01,0.18,0.0,0.02
CFG_fuzix_fuzix_inode_doclose.gr,2,0.01,0.26,0.05,0.04
CFG_fuzix_fuzix_inode_readi.gr,4,0.02,0.73,0.04,0.05
CFG_fuzix_fuzix_inode_rwsetup.gr,2,0.01,0.35000000000000003,0.12,0.03
CFG_fuzix_fuzix_inode_writei.gr,3,0.02,0.62,0.03,0.03
CFG_fuzix_fuzix_isatty_isatty.gr,2,0.01,0.21000000000000002,0.01,0.03
CFG_fuzix_fuzix_itoa_itoa.gr,2,0.01,0.26,0.01,0.02
CFG_fuzix_fuzix_killpg_killpg.gr,2,0.01,0.21000000000000002,0.0,0.04
CFG_fuzix_fuzix_localtim_localtime.gr,1,0.02,0.2,0.01,0.02
CFG_fuzix_fuzix_localtim_r_localtime_r.gr,1,0.02,0.19,0.0,0.03
CFG_fuzix_fuzix_lsearch_lfind.gr,2,0.01,0.21,0.01,0.04
CFG_fuzix_fuzix_lsearch_lsearch.gr,2,0.03,0.22,0.01,0.04
CFG_fuzix_fuzix_lseek_lseek.gr,2,0.01,0.18,0.0,0.03
CFG_fuzix_fuzix_lstat_lstat.gr,2,0.02,0.24000000000000002,0.01,0.04
CFG_fuzix_fuzix_ltoa__ltoa.gr,2,0.01,0.18,0.01,0.02
CFG_fuzix_fuzix_ltoa__ultoa.gr,2,0.01,0.21,0.01,0.02
CFG_fuzix_fuzix_ltostr___ltostr.gr,2,0.01,0.19,0.0,0.04
CFG_fuzix_fuzix_ltostr___ultostr.gr,2,0.01,0.26,0.05,0.03
CFG_fuzix_fuzix_ltostr_ltoa.gr,1,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_ltostr_ultoa.gr,1,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_main_DISCARDSEG.gr,1,0.01,0.16,0.0,0.03
CFG_fuzix_fuzix_main_do_beep.gr,1,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_main_map_init.gr,1,0.01,0.18,0.0,0.04
CFG_fuzix_fuzix_main_pagemap_init.gr,1,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_main_platform_idle.gr,1,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_main_platform_interrupt.gr,2,0.01,0.16999999999999998,0.0,0.04
CFG_fuzix_fuzix_main_rtc_secs.gr,2,0.01,0.16,0.0,0.03
CFG_fuzix_fuzix_malloc___insert_chunk.gr,3,0.02,0.43,0.01,0.03
CFG_fuzix_fuzix_malloc___search_chunk.gr,3,0.03,0.33,0.0,0.02
CFG_fuzix_fuzix_malloc_malloc.gr,3,0.01,0.41000000000000003,0.01,0.02
CFG_fuzix_fuzix_memccpy_memccpy.gr,2,0.01,0.21000000000000002,0.01,0.02
CFG_fuzix_fuzix_mkfifo_mkfifo.gr,1,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_mm_ugetsys.gr,2,0.02,0.21000000000000002,0.01,0.03
CFG_fuzix_fuzix_mm_uputsys.gr,2,0.01,0.22,0.01,0.02
CFG_fuzix_fuzix_nanosleep_clock_nanosleep.gr,3,0.03,0.47000000000000003,0.01,0.03
CFG_fuzix_fuzix_nanosleep_nanosleep.gr,1,0.01,0.16,0.0,0.04
CFG_fuzix_fuzix_opendir_opendir.gr,2,0.01,0.34,0.08,0.03
CFG_fuzix_fuzix_pathconf__pathconf.gr,2,0.01,0.32,0.01,0.04
CFG_fuzix_fuzix_pathconf_fpathconf.gr,1,0.01,0.19,0.0,0.04
CFG_fuzix_fuzix_pathconf_pathconf.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_fuzix_fuzix_pause_pause.gr,1,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_perror_perror.gr,2,0.01,0.22,0.01,0.04
CFG_fuzix_fuzix_perror_wr2.gr,2,0.01,0.16999999999999998,0.0,0.03
CFG_fuzix_fuzix_popen_pclose.gr,2,0.01,0.18,0.01,0.02
CFG_fuzix_fuzix_popen_popen.gr,2,0.02,0.36,0.15,0.04
CFG_fuzix_fuzix_printf_printf.gr,1,0.02,0.18,0.0,0.02
CFG_fuzix_fuzix_process_chksigs.gr,3,0.02,0.36,0.01,0.03
CFG_fuzix_fuzix_process_doexit.gr,2,0.01,0.41000000000000003,0.22,0.03
CFG_fuzix_fuzix_process_exec_or_die.gr,1,0.01,0.2,0.0,0.04
CFG_fuzix_fuzix_process_getproc.gr,2,0.01,0.28,0.02,0.02
CFG_fuzix_fuzix_process_load_average.gr,2,0.02,0.24,0.04,0.03
CFG_fuzix_fuzix_process_newproc.gr,2,0.02,0.31,0.13,0.02
CFG_fuzix_fuzix_process_panic.gr,1,0.01,0.16,0.0,0.03
CFG_fuzix_fuzix_process_psleep.gr,2,0.03,0.29000000000000004,0.02,0.03
CFG_fuzix_fuzix_process_ptab_alloc.gr,2,0.01,0.33,0.11,0.03
CFG_fuzix_fuzix_process_pwake.gr,2,0.01,0.2,0.0,0.03
CFG_fuzix_fuzix_process_sgrpsig.gr,2,0.01,0.18,0.01,0.03
CFG_fuzix_fuzix_process_ssig.gr,3,0.01,0.26,0.01,0.02
CFG_fuzix_fuzix_process_timer_interrupt.gr,2,0.02,0.42,0.18,0.03
CFG_fuzix_fuzix_process_unix_syscall.gr,2,0.01,0.27,0.03,0.02
CFG_fuzix_fuzix_process_wakeup.gr,2,0.03,0.21,0.01,0.03
CFG_fuzix_fuzix_putenv_putenv.gr,3,0.02,0.42,0.01,0.02
CFG_fuzix_fuzix_putgetch__getchar.gr,2,0.01,0.16999999999999998,0.0,0.03
CFG_fuzix_fuzix_putgetch__putchar.gr,1,0.01,0.19,0.01,0.02
CFG_fuzix_fuzix_putpwent_putpwent.gr,2,0.01,0.27,0.03,0.02
CFG_fuzix_fuzix_pwent_endpwent.gr,2,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_pwent_getpwent.gr,2,0.01,0.16999999999999998,0.0,0.02
CFG_fuzix_fuzix_pwent_setpwent.gr,2,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_qsort__lqsort.gr,3,0.01,0.42000000000000004,0.01,0.03
CFG_fuzix_fuzix_qsort__nqsort.gr,3,0.01,0.58,0.01,0.03
CFG_fuzix_fuzix_qsort__wqsort.gr,3,0.01,0.4,0.01,0.04
CFG_fuzix_fuzix_qsort_qsort.gr,2,0.01,0.26,0.04,0.03
CFG_fuzix_fuzix_raise_raise.gr,1,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_ran_rand.gr,2,0.01,0.21000000000000002,0.0,0.04
CFG_fuzix_fuzix_ran_srand.gr,1,0.01,0.21,0.0,0.02
CFG_fuzix_fuzix_readdir_readdir.gr,3,0.02,0.34,0.0,0.04
CFG_fuzix_fuzix_readlink_readlink.gr,2,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_realloc_realloc.gr,2,0.01,0.26,0.02,0.03
CFG_fuzix_fuzix_regerror_regerror.gr,1,0.01,0.18,0.0,0.03
CFG_fuzix_fuzix_regexp_reg.gr,3,0.01,0.52,0.01,0.04
CFG_fuzix_fuzix_regexp_regatom.gr,4,0.02,0.87,0.03,0.03
CFG_fuzix_fuzix_regexp_regbranch.gr,3,0.01,0.33,0.0,0.03
CFG_fuzix_fuzix_regexp_regc.gr,2,0.01,0.2,0.01,0.04
CFG_fuzix_fuzix_regexp_regcomp.gr,2,0.01,0.44,0.44,0.03
CFG_fuzix_fuzix_regexp_regexec.gr,3,0.01,0.42000000000000004,0.02,0.03
CFG_fuzix_fuzix_regexp_reginsert.gr,2,0.02,0.25,0.02,0.03
CFG_fuzix_fuzix_regexp_regmatch.gr,3,0.02,1.01,0.23,0.03
CFG_fuzix_fuzix_regexp_regnext.gr,2,0.01,0.28,0.02,0.03
CFG_fuzix_fuzix_regexp_regnode.gr,2,0.01,0.21,0.01,0.02
CFG_fuzix_fuzix_regexp_regoptail.gr,2,0.03,0.23,0.01,0.02
CFG_fuzix_fuzix_regexp_regpiece.gr,3,0.02,0.58,0.02,0.03
CFG_fuzix_fuzix_regexp_regrepeat.gr,3,0.02,0.41000000000000003,0.01,0.03
CFG_fuzix_fuzix_regexp_regtail.gr,2,0.02,0.27,0.03,0.02
CFG_fuzix_fuzix_regexp_regtry.gr,2,0.01,0.22,0.01,0.03
CFG_fuzix_fuzix_regsub_regsub.gr,3,0.01,0.42,0.02,0.03
CFG_fuzix_fuzix_remove_remove.gr,2,0.02,0.19,0.0,0.03
CFG_fuzix_fuzix_revoke_frevoke.gr,1,0.0,0.2,0.0,0.03
CFG_fuzix_fuzix_rewin_fseek.gr,3,0.01,0.32,0.01,0.02
CFG_fuzix_fuzix_rewin_rewind.gr,1,0.01,0.18,0.0,0.04
CFG_fuzix_fuzix_rindex_rindex.gr,1,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_scanf_scanf.gr,1,0.01,0.21,0.02,0.04
CFG_fuzix_fuzix_se_Memcmp.gr,2,0.01,0.21000000000000002,0.01,0.03
CFG_fuzix_fuzix_se_address.gr,0,0.01,0.17,0.01,0.02
CFG_fuzix_fuzix_se_advance.gr,4,0.04,1.04,0.04,0.03
CFG_fuzix_fuzix_se_cmdcomp.gr,0,0.01,0.16999999999999998,0.01,0.02
CFG_fuzix_fuzix_se_cmdline.gr,3,0.02,0.48,0.03,0.03
CFG_fuzix_fuzix_se_command.gr,1,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_se_compile.gr,3,0.02,1.0,0.11,0.03
CFG_fuzix_fuzix_se_dosub.gr,3,0.02,0.46,0.01,0.03
CFG_fuzix_fuzix_se_execute.gr,3,0.02,0.41000000000000003,0.01,0.04
CFG_fuzix_fuzix_se_get.gr,2,0.01,0.28,0.02,0.03
CFG_fuzix_fuzix_se_getline.gr,3,0.01,0.31,0.01,0.03
CFG_fuzix_fuzix_se_gettext.gr,3,0.02,0.28,0.02,0.02
CFG_fuzix_fuzix_se_initget.gr,2,0.01,0.2,0.02,0.02
CFG_fuzix_fuzix_se_listto.gr,2,0.02,0.5599999999999999,0.77,0.02
CFG_fuzix_fuzix_se_main.gr,2,0.03,0.45,0.44,0.03
CFG_fuzix_fuzix_se_match.gr,3,0.01,0.39,0.01,0.02
CFG_fuzix_fuzix_se_openfile.gr,2,0.03,0.24,0.0,0.03
CFG_fuzix_fuzix_se_place.gr,2,0.01,0.23,0.01,0.03
CFG_fuzix_fuzix_se_quit.gr,1,0.01,0.17,0.0,0.03
CFG_fuzix_fuzix_se_readout.gr,2,0.02,0.41000000000000003,0.22,0.03
CFG_fuzix_fuzix_se_recomp.gr,4,0.02,1.0,0.04,0.03
CFG_fuzix_fuzix_se_resolve.gr,2,0.02,0.27,0.05,0.03
CFG_fuzix_fuzix_se_rhscomp.gr,3,0.01,0.32,0.01,0.02
CFG_fuzix_fuzix_se_search.gr,3,0.03,0.22,0.0,0.02
CFG_fuzix_fuzix_se_selected.gr,2,0.01,0.43,0.18,0.02
CFG_fuzix_fuzix_se_substitute.gr,3,0.01,0.30000000000000004,0.0,0.03
CFG_fuzix_fuzix_se_truncated.gr,0,0.01,0.16999999999999998,0.01,0.02
CFG_fuzix_fuzix_se_ycomp.gr,3,0.02,0.37,0.01,0.03
CFG_fuzix_fuzix_setbuffer_setbuffer.gr,2,0.01,0.25,0.02,0.02
CFG_fuzix_fuzix_setenv_setenv.gr,3,0.01,0.46,0.01,0.03
CFG_fuzix_fuzix_setenv_unsetenv.gr,3,0.01,0.22999999999999998,0.0,0.02
CFG_fuzix_fuzix_setjmp_longjmp.gr,1,0.01,0.16,0.0,0.03
CFG_fuzix_fuzix_setjmp_setjmp.gr,1,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_settimeofday_settimeofday.gr,2,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_setvbuf_setvbuf.gr,2,0.02,0.34,0.08,0.02
CFG_fuzix_fuzix_sleep_div10quicki.gr,1,0.01,0.16,0.01,0.04
CFG_fuzix_fuzix_sleep_sleep.gr,2,0.02,0.2,0.01,0.04
CFG_fuzix_fuzix_sprintf_sprintf.gr,1,0.02,0.18,0.0,0.03
CFG_fuzix_fuzix_sscanf_sscanf.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_fuzix_fuzix_start_bootdevice.gr,2,0.03,0.28,0.03,0.03
CFG_fuzix_fuzix_start_bufinit.gr,2,0.01,0.16,0.0,0.04
CFG_fuzix_fuzix_start_create_init.gr,2,0.02,0.26,0.0,0.03
CFG_fuzix_fuzix_start_fstabinit.gr,2,0.01,0.2,0.0,0.03
CFG_fuzix_fuzix_start_fuzix_main.gr,2,0.01,0.43,0.37,0.03
CFG_fuzix_fuzix_start_tty_init.gr,2,0.03,0.19,0.0,0.04
CFG_fuzix_fuzix_stat_fstat.gr,2,0.03,0.18,0.0,0.03
CFG_fuzix_fuzix_stat_stat.gr,2,0.01,0.2,0.01,0.04
CFG_fuzix_fuzix_stat_statfix.gr,1,0.01,0.26,0.01,0.03
CFG_fuzix_fuzix_stdio0___stdio_close_all.gr,2,0.01,0.21,0.01,0.03
CFG_fuzix_fuzix_stdio0___stdio_init_vars.gr,2,0.02,0.2,0.0,0.02
CFG_fuzix_fuzix_strcasecmp_strcasecmp.gr,3,0.01,0.24,0.0,0.03
CFG_fuzix_fuzix_strcasestr_strcasestr.gr,3,0.01,0.26,0.0,0.04
CFG_fuzix_fuzix_strdup_strdup.gr,2,0.02,0.21,0.0,0.03
CFG_fuzix_fuzix_stricmp_stricmp.gr,3,0.02,0.30000000000000004,0.01,0.02
CFG_fuzix_fuzix_strlcpy_strlcat.gr,2,0.01,0.2,0.01,0.02
CFG_fuzix_fuzix_strlcpy_strlcpy.gr,2,0.02,0.19,0.0,0.03
CFG_fuzix_fuzix_strncasecmp_strncasecmp.gr,3,0.01,0.29000000000000004,0.0,0.03
CFG_fuzix_fuzix_strnicmp_strnicmp.gr,3,0.01,0.3,0.01,0.03
CFG_fuzix_fuzix_strsep_strsep.gr,2,0.01,0.22,0.01,0.02
CFG_fuzix_fuzix_strto_strtod.gr,2,0.01,0.52,0.9,0.03
CFG_fuzix_fuzix_strtol_strtol.gr,2,0.01,0.22,0.02,0.02
CFG_fuzix_fuzix_strtol_strtoul.gr,3,0.01,0.45,0.01,0.03
CFG_fuzix_fuzix_swap_swapin.gr,2,0.01,0.24,0.01,0.02
CFG_fuzix_fuzix_swap_swapmap_add.gr,2,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_swap_swapneeded.gr,2,0.02,0.18,0.0,0.02
CFG_fuzix_fuzix_swap_swapout.gr,2,0.01,0.24000000000000002,0.01,0.02
CFG_fuzix_fuzix_swap_swapper.gr,1,0.01,0.17,0.0,0.02
CFG_fuzix_fuzix_swap_swapread.gr,1,0.01,0.21000000000000002,0.0,0.02
CFG_fuzix_fuzix_swap_swapvictim.gr,2,0.03,0.29000000000000004,0.05,0.02
CFG_fuzix_fuzix_swap_swapwrite.gr,1,0.01,0.21000000000000002,0.01,0.02
CFG_fuzix_fuzix_syscall_exec__execve.gr,3,0.02,1.1900000000000002,0.07,0.03
CFG_fuzix_fuzix_syscall_exec_bload.gr,3,0.02,0.3,0.01,0.03
CFG_fuzix_fuzix_syscall_exec_close_on_exec.gr,2,0.01,0.2,0.01,0.03
CFG_fuzix_fuzix_syscall_exec_rargs.gr,3,0.01,0.29000000000000004,0.01,0.02
CFG_fuzix_fuzix_syscall_exec_wargs.gr,2,0.01,0.29000000000000004,0.07,0.03
CFG_fuzix_fuzix_syscall_fs2__access.gr,2,0.01,0.34,0.08,0.03
CFG_fuzix_fuzix_syscall_fs2__acct.gr,1,0.01,0.18,0.0,0.03
CFG_fuzix_fuzix_syscall_fs2__chdir.gr,2,0.01,0.22000000000000003,0.01,0.03
CFG_fuzix_fuzix_syscall_fs2__chmod.gr,2,0.01,0.2,0.01,0.02
CFG_fuzix_fuzix_syscall_fs2__chown.gr,2,0.01,0.21,0.0,0.03
CFG_fuzix_fuzix_syscall_fs2__chroot.gr,2,0.01,0.21,0.02,0.03
CFG_fuzix_fuzix_syscall_fs2__fchdir.gr,2,0.02,0.2,0.01,0.03
CFG_fuzix_fuzix_syscall_fs2__fchmod.gr,2,0.01,0.21000000000000002,0.0,0.03
CFG_fuzix_fuzix_syscall_fs2__fchown.gr,2,0.01,0.18,0.0,0.02
CFG_fuzix_fuzix_syscall_fs2__fcntl.gr,3,0.02,0.41000000000000003,0.01,0.03
CFG_fuzix_fuzix_syscall_fs2__flock.gr,3,0.02,0.52,0.03,0.03
CFG_fuzix_fuzix_syscall_fs2__getfsys.gr,2,0.02,0.23,0.02,0.03
CFG_fuzix_fuzix_syscall_fs2__link.gr,3,0.02,0.43,0.01,0.02
CFG_fuzix_fuzix_syscall_fs2__mknod.gr,3,0.01,0.36,0.01,0.02
CFG_fuzix_fuzix_syscall_fs2__open.gr,3,0.01,0.65,0.060000000000000005,0.03
CFG_fuzix_fuzix_syscall_fs2__uname.gr,2,0.01,0.26,0.01,0.03
CFG_fuzix_fuzix_syscall_fs2__utime.gr,4,0.01,0.5,0.01,0.02
CFG_fuzix_fuzix_syscall_fs2_chdiroot_op.gr,2,0.03,0.19,0.01,0.03
CFG_fuzix_fuzix_syscall_fs2_chmod_op.gr,2,0.01,0.24,0.01,0.04
CFG_fuzix_fuzix_syscall_fs2_chown_op.gr,2,0.03,0.24000000000000002,0.01,0.04
CFG_fuzix_fuzix_syscall_fs__close.gr,1,0.01,0.16999999999999998,0.01,0.03
CFG_fuzix_fuzix_syscall_fs__dup.gr,2,0.01,0.26,0.03,0.03
CFG_fuzix_fuzix_syscall_fs__dup2.gr,3,0.01,0.29000000000000004,0.01,0.04
CFG_fuzix_fuzix_syscall_fs__fstat.gr,2,0.01,0.22,0.01,0.02
CFG_fuzix_fuzix_syscall_fs__getdirent.gr,2,0.02,0.18,0.0,0.03
CFG_fuzix_fuzix_syscall_fs__ioctl.gr,2,0.02,0.27,0.04,0.04
CFG_fuzix_fuzix_syscall_fs__lseek.gr,3,0.03,0.42,0.01,0.03
CFG_fuzix_fuzix_syscall_fs__pipe.gr,3,0.03,0.37,0.01,0.03
CFG_fuzix_fuzix_syscall_fs__read.gr,2,0.03,0.26,0.01,0.04
CFG_fuzix_fuzix_syscall_fs__stat.gr,2,0.01,0.2,0.01,0.04
CFG_fuzix_fuzix_syscall_fs__sync.gr,2,0.01,0.22,0.01,0.03
CFG_fuzix_fuzix_syscall_fs__umask.gr,1,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_syscall_fs__unlink.gr,2,0.03,0.26,0.03,0.04
CFG_fuzix_fuzix_syscall_fs__write.gr,2,0.01,0.23,0.01,0.02
CFG_fuzix_fuzix_syscall_fs_dup_op.gr,2,0.01,0.23,0.01,0.03
CFG_fuzix_fuzix_syscall_fs_stcpy.gr,1,0.01,0.22,0.0,0.02
CFG_fuzix_fuzix_syscall_fs_unlinki.gr,2,0.02,0.3,0.04,0.03
CFG_fuzix_fuzix_syscall_fs_updoff.gr,1,0.01,0.18,0.0,0.02
CFG_fuzix_fuzix_syscall_other__mkdir.gr,3,0.03,0.46,0.02,0.02
CFG_fuzix_fuzix_syscall_other__mount.gr,3,0.01,0.48,0.02,0.03
CFG_fuzix_fuzix_syscall_other__nice.gr,2,0.01,0.25,0.03,0.02
CFG_fuzix_fuzix_syscall_other__profil.gr,2,0.02,0.28,0.06,0.02
CFG_fuzix_fuzix_syscall_other__rename.gr,3,0.02,0.47000000000000003,0.02,0.03
CFG_fuzix_fuzix_syscall_other__rmdir.gr,3,0.02,0.43,0.01,0.03
CFG_fuzix_fuzix_syscall_other__uadmin.gr,3,0.02,0.25,0.0,0.02
CFG_fuzix_fuzix_syscall_other__umount.gr,3,0.01,0.42,0.01,0.03
CFG_fuzix_fuzix_syscall_proc___exit.gr,1,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_syscall_proc__alarm.gr,1,0.01,0.18,0.0,0.02
CFG_fuzix_fuzix_syscall_proc__brk.gr,2,0.02,0.24,0.02,0.02
CFG_fuzix_fuzix_syscall_proc__fork.gr,2,0.01,0.26,0.02,0.03
CFG_fuzix_fuzix_syscall_proc__getegid.gr,1,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_syscall_proc__geteuid.gr,1,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_syscall_proc__getgid.gr,1,0.01,0.15000000000000002,0.0,0.02
CFG_fuzix_fuzix_syscall_proc__getpid.gr,1,0.01,0.15,0.02,0.03
CFG_fuzix_fuzix_syscall_proc__getppid.gr,1,0.01,0.14,0.0,0.02
CFG_fuzix_fuzix_syscall_proc__getuid.gr,1,0.01,0.2,0.0,0.03
CFG_fuzix_fuzix_syscall_proc__kill.gr,3,0.01,0.38,0.01,0.03
CFG_fuzix_fuzix_syscall_proc__pause.gr,2,0.02,0.2,0.01,0.03
CFG_fuzix_fuzix_syscall_proc__sbrk.gr,2,0.01,0.23,0.0,0.03
CFG_fuzix_fuzix_syscall_proc__setgid.gr,2,0.01,0.25,0.01,0.02
CFG_fuzix_fuzix_syscall_proc__setpgrp.gr,1,0.01,0.17,0.0,0.03
CFG_fuzix_fuzix_syscall_proc__setuid.gr,2,0.01,0.26,0.02,0.03
CFG_fuzix_fuzix_syscall_proc__sigdisp.gr,2,0.01,0.26,0.03,0.03
CFG_fuzix_fuzix_syscall_proc__signal.gr,3,0.01,0.44,0.01,0.03
CFG_fuzix_fuzix_syscall_proc__stime.gr,3,0.01,0.30000000000000004,0.0,0.03
CFG_fuzix_fuzix_syscall_proc__time.gr,2,0.01,0.27,0.05,0.03
CFG_fuzix_fuzix_syscall_proc__times.gr,1,0.01,0.2,0.0,0.02
CFG_fuzix_fuzix_syscall_proc__waitpid.gr,3,0.01,0.53,0.04,0.02
CFG_fuzix_fuzix_sysconf_sysconf.gr,3,0.01,0.61,0.01,0.03
CFG_fuzix_fuzix_system_system.gr,3,0.02,0.44,0.01,0.02
CFG_fuzix_fuzix_tcdrain_tcdrain.gr,2,0.01,0.19,0.0,0.02
CFG_fuzix_fuzix_tcflow_tcflow.gr,1,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_tcflush_tcflush.gr,1,0.01,0.18,0.0,0.02
CFG_fuzix_fuzix_tcgetattr_tcgetattr.gr,1,0.01,0.16,0.0,0.02
CFG_fuzix_fuzix_tcsetattr_tcsetattr.gr,2,0.02,0.19,0.01,0.04
CFG_fuzix_fuzix_time_time.gr,2,0.02,0.2,0.0,0.02
CFG_fuzix_fuzix_timer_inittod.gr,1,0.01,0.19,0.01,0.03
CFG_fuzix_fuzix_timer_rdtime.gr,1,0.01,0.18,0.0,0.04
CFG_fuzix_fuzix_timer_rdtime32.gr,1,0.01,0.2,0.0,0.04
CFG_fuzix_fuzix_timer_set_timer_duration.gr,2,0.01,0.22,0.01,0.03
CFG_fuzix_fuzix_timer_timer_expired.gr,1,0.01,0.19,0.0,0.03
CFG_fuzix_fuzix_timer_updatetod.gr,2,0.01,0.24000000000000002,0.02,0.02
CFG_fuzix_fuzix_timer_wrtime.gr,1,0.01,0.18,0.01,0.03
CFG_fuzix_fuzix_tmpnam_tmpnam.gr,3,0.01,0.36,0.01,0.04
CFG_fuzix_fuzix_tty_tty_carrier_drop.gr,2,0.01,0.18,0.0,0.03
CFG_fuzix_fuzix_tty_tty_carrier_raise.gr,2,0.01,0.17,0.0,0.02
CFG_fuzix_fuzix_tty_tty_close.gr,2,0.01,0.16999999999999998,0.01,0.04
CFG_fuzix_fuzix_tty_tty_echo.gr,2,0.01,0.17,0.01,0.02
CFG_fuzix_fuzix_tty_tty_erase.gr,1,0.01,0.18,0.01,0.04
CFG_fuzix_fuzix_tty_tty_hangup.gr,1,0.02,0.21,0.0,0.04
