instance,fhtw,n,kn,time,phase,minseps,pmcs
hypergraphs_Pi-20-10-20-40-09.xml.hg,5.000,20,20,0.32,5,324,1584
hypergraphs_Pi-20-10-20-40-10.xml.hg,4.000,20,19,0.12,5,94,317
hypergraphs_Pi-20-10-20-40-11.xml.hg,4.000,20,19,0.22,5,206,918
hypergraphs_Pi-20-10-20-40-12.xml.hg,4.500,20,20,0.26,5,260,1235
hypergraphs_Pi-20-10-20-40-13.xml.hg,4.000,20,20,0.2,5,209,898
hypergraphs_Pi-20-10-20-40-14.xml.hg,4.000,20,20,0.19,5,182,752
hypergraphs_Pi-20-10-20-40-15.xml.hg,3.500,20,19,0.09,5,64,200
hypergraphs_Pi-20-10-20-40-16.xml.hg,4.000,20,19,0.2,5,176,770
hypergraphs_Pi-20-10-20-40-17.xml.hg,4.000,20,20,0.2,5,190,817
hypergraphs_Pi-20-10-20-40-18.xml.hg,4.000,20,20,0.19,5,166,756
hypergraphs_Pi-20-10-20-40-19.xml.hg,3.500,20,18,0.11,5,72,236
hypergraphs_Pi-20-10-20-40-20.xml.hg,3.500,20,20,0.13,5,100,335
hypergraphs_Pi-20-10-20-40-21.xml.hg,4.000,20,20,0.17,5,151,618
hypergraphs_Pi-20-10-20-40-22.xml.hg,4.500,20,20,0.17,5,148,620
hypergraphs_Pi-20-10-20-40-23.xml.hg,4.500,20,18,0.15,5,116,418
hypergraphs_Pi-20-10-20-40-24.xml.hg,4.500,20,20,0.2,5,186,799
hypergraphs_Pi-20-10-20-40-25.xml.hg,4.500,20,20,0.21000000000000002,5,225,984
hypergraphs_Pi-20-10-20-40-26.xml.hg,4.000,20,18,0.15,5,127,488
hypergraphs_Pi-20-10-20-40-27.xml.hg,4.500,20,20,0.19,5,192,792
hypergraphs_Pi-20-10-20-40-28.xml.hg,4.500,20,20,0.31,5,302,1526
hypergraphs_Pi-20-10-20-40-29.xml.hg,4.500,20,20,0.24,5,241,1141
hypergraphs_Pi-20-10-20-40-30.xml.hg,3.500,20,18,0.11,5,69,220
hypergraphs_Pi-20-10-20-40-31.xml.hg,4.000,20,20,0.21,5,202,859
hypergraphs_Pi-20-10-20-40-32.xml.hg,4.000,20,20,0.17,5,147,600
hypergraphs_Pi-20-10-20-40-33.xml.hg,4.000,20,20,0.18,5,183,778
hypergraphs_Pi-20-10-20-40-34.xml.hg,4.500,20,20,0.22,5,184,781
hypergraphs_Pi-20-10-20-40-35.xml.hg,4.500,20,19,0.25,5,229,1054
hypergraphs_Pi-20-10-20-40-36.xml.hg,4.500,20,19,0.27,5,280,1378
hypergraphs_Pi-20-10-20-40-37.xml.hg,4.000,20,18,0.17,5,157,638
hypergraphs_Pi-20-10-20-40-38.xml.hg,3.500,20,19,0.13,5,99,345
hypergraphs_Pi-20-10-20-40-39.xml.hg,4.000,20,20,0.21,5,202,896
hypergraphs_Pi-20-10-20-40-40.xml.hg,4.000,20,20,0.16,5,150,599
hypergraphs_Pi-20-10-20-40-41.xml.hg,4.000,20,20,0.18,5,172,715
hypergraphs_Pi-20-10-20-40-42.xml.hg,4.000,20,19,0.16,5,144,570
hypergraphs_Pi-20-10-20-40-43.xml.hg,4.000,20,18,0.15,5,124,472
hypergraphs_Pi-20-10-20-40-44.xml.hg,4.000,20,20,0.15,5,138,530
hypergraphs_Pi-20-10-20-40-45.xml.hg,3.500,20,20,0.14,5,120,461
hypergraphs_Pi-20-10-20-40-46.xml.hg,4.000,20,20,0.24,5,228,1010
hypergraphs_Pi-20-10-20-40-47.xml.hg,4.000,20,20,0.14,5,126,482
hypergraphs_Pi-20-10-20-40-48.xml.hg,4.500,20,20,0.23,5,248,1173
hypergraphs_Pi-20-10-20-40-49.xml.hg,4.500,20,20,0.28,5,302,1444
hypergraphs_Pi-20-10-20-40-50.xml.hg,4.000,20,20,0.15,5,136,515
hypergraphs_Pi-20-10-20-40-51.xml.hg,4.500,20,20,0.32,5,330,1683
hypergraphs_Pi-20-10-20-40-52.xml.hg,4.500,20,20,0.24000000000000002,5,278,1260
hypergraphs_Pi-20-10-20-40-53.xml.hg,4.500,20,20,0.31,5,327,1634
hypergraphs_Pi-20-10-20-40-54.xml.hg,4.500,20,20,0.17,5,144,549
hypergraphs_Pi-20-10-20-40-55.xml.hg,5.000,20,20,0.23,5,218,986
hypergraphs_Pi-20-10-20-40-56.xml.hg,4.500,20,20,0.23,5,235,1050
hypergraphs_Pi-20-10-20-40-57.xml.hg,4.000,20,19,0.16,5,145,579
hypergraphs_Pi-20-10-20-40-58.xml.hg,4.500,20,19,0.28,5,281,1366
hypergraphs_Pi-20-10-20-40-59.xml.hg,4.000,20,18,0.13,5,90,339
hypergraphs_Pi-20-10-20-40-60.xml.hg,4.000,20,20,0.15,5,145,554
hypergraphs_Pi-20-10-20-40-61.xml.hg,4.000,20,20,0.13,5,99,355
hypergraphs_Pi-20-10-20-40-62.xml.hg,4.000,20,18,0.15,5,114,430
hypergraphs_Pi-20-10-20-40-63.xml.hg,4.000,20,20,0.26,5,274,1313
hypergraphs_Pi-20-10-20-40-64.xml.hg,4.500,20,20,0.18,5,175,720
hypergraphs_Pi-20-10-20-40-65.xml.hg,4.000,20,18,0.17,5,157,621
hypergraphs_Pi-20-10-20-40-66.xml.hg,4.000,20,20,0.27,5,257,1288
hypergraphs_Pi-20-10-20-40-67.xml.hg,4.000,20,18,0.14,5,100,405
hypergraphs_Pi-20-10-20-40-68.xml.hg,4.000,20,19,0.2,5,189,829
hypergraphs_Pi-20-10-20-40-69.xml.hg,4.500,20,19,0.16,5,152,618
hypergraphs_Pi-20-10-20-40-70.xml.hg,4.500,20,20,0.22,5,208,948
hypergraphs_Pi-20-10-20-40-71.xml.hg,4.000,20,20,0.32,5,314,1524
hypergraphs_Pi-20-10-20-40-72.xml.hg,4.000,20,20,0.22,5,217,918
hypergraphs_Pi-20-10-20-40-73.xml.hg,4.500,20,19,0.23,5,220,1016
hypergraphs_Pi-20-10-20-40-74.xml.hg,4.000,20,19,0.1,5,100,375
hypergraphs_Pi-20-10-20-40-75.xml.hg,4.500,20,20,0.27,5,280,1337
hypergraphs_Pi-20-10-20-40-76.xml.hg,4.500,20,20,0.21000000000000002,5,250,1172
hypergraphs_Pi-20-10-20-40-77.xml.hg,4.500,20,19,0.11,5,94,313
hypergraphs_Pi-20-10-20-40-78.xml.hg,4.000,20,20,0.17,5,169,680
hypergraphs_Pi-20-10-20-40-79.xml.hg,4.000,20,20,0.16,5,143,543
hypergraphs_Pi-20-10-20-40-80.xml.hg,4.500,20,20,0.33,5,344,1723
hypergraphs_Pi-20-10-20-40-81.xml.hg,4.500,20,20,0.21,5,193,901
hypergraphs_Pi-20-10-20-40-82.xml.hg,4.000,20,19,0.16,5,139,532
hypergraphs_Pi-20-10-20-40-83.xml.hg,5.000,20,20,0.21000000000000002,5,215,913
hypergraphs_Pi-20-10-20-40-84.xml.hg,4.000,20,20,0.17,5,159,645
hypergraphs_Pi-20-10-20-40-85.xml.hg,3.500,20,19,0.15,5,134,549
hypergraphs_Pi-20-10-20-40-86.xml.hg,4.500,20,20,0.17,5,157,628
hypergraphs_Pi-20-10-20-40-87.xml.hg,4.500,20,20,0.25,5,238,1062
hypergraphs_Pi-20-10-20-40-88.xml.hg,4.000,20,19,0.15,5,128,519
hypergraphs_Pi-20-10-20-40-89.xml.hg,4.000,20,19,0.16,5,144,575
hypergraphs_Pi-20-10-20-40-90.xml.hg,4.000,20,19,0.15,5,120,436
hypergraphs_Pi-20-10-20-40-91.xml.hg,4.000,20,19,0.15000000000000002,5,149,592
hypergraphs_Pi-20-10-20-40-92.xml.hg,4.000,20,19,0.19,5,173,758
hypergraphs_Pi-20-10-20-40-93.xml.hg,4.500,20,20,0.29,5,289,1441
hypergraphs_Pi-20-10-20-40-94.xml.hg,4.000,20,20,0.18,5,163,638
hypergraphs_Pi-20-10-20-40-95.xml.hg,4.500,20,19,0.18,5,162,721
hypergraphs_Pi-20-10-20-40-96.xml.hg,4.000,20,19,0.14,5,106,391
hypergraphs_Pi-20-10-20-40-97.xml.hg,4.000,20,20,0.17,5,167,692
hypergraphs_Pi-20-10-20-40-98.xml.hg,4.000,20,20,0.15,5,116,440
hypergraphs_Pi-20-10-20-40-99.xml.hg,4.000,20,19,0.14,5,121,453
hypergraphs_Pi-40-10-07948-40-00.xml.hg,6.000,40,38,44.93,5,26291,264867
hypergraphs_Pi-40-10-07948-40-01.xml.hg,7.000,40,37,103.35,5,56411,601393
hypergraphs_Pi-40-10-07948-40-02.xml.hg,6.000,40,39,237.43,5,120410,1354937
hypergraphs_Pi-40-10-07948-40-03.xml.hg,6.500,40,38,194.14,5,96336,1073105
hypergraphs_Pi-40-10-07948-40-04.xml.hg,5.000,40,37,11.42,5,7654,68305
hypergraphs_Pi-40-10-07948-40-05.xml.hg,6.000,40,39,48.05,5,26739,280711
hypergraphs_Pi-40-10-07948-40-06.xml.hg,6.000,40,38,30.25,5,20180,185215
hypergraphs_Pi-40-10-07948-40-07.xml.hg,6.500,40,39,162.92,5,87349,953412
hypergraphs_Pi-40-10-07948-40-08.xml.hg,6.000,40,39,152.79,5,81907,880955
hypergraphs_Pi-40-10-07948-40-09.xml.hg,6.000,40,39,100.33,5,55634,614937
hypergraphs_Pi-40-10-07948-40-10.xml.hg,6.000,40,40,68.37,5,36966,399769
hypergraphs_Pi-40-10-07948-40-11.xml.hg,6.500,40,37,67.02,5,38133,388810
hypergraphs_Pi-40-10-07948-40-12.xml.hg,6.500,40,40,372.93,5,170062,2153804
hypergraphs_Pi-40-10-07948-40-13.xml.hg,6.500,40,40,67.02,5,38096,382485
hypergraphs_Pi-40-10-07948-40-14.xml.hg,7.000,40,38,182.37,5,97857,1041969
hypergraphs_Pi-40-10-07948-40-15.xml.hg,6.000,40,40,63.12,5,37861,385603
hypergraphs_Pi-40-10-07948-40-16.xml.hg,6.500,40,39,220.29,5,113414,1321395
hypergraphs_Pi-40-10-07948-40-17.xml.hg,6.500,40,39,166.73,5,82863,921597
hypergraphs_Pi-40-10-07948-40-18.xml.hg,7.000,40,39,367.61,5,172635,2010583
hypergraphs_Pi-40-10-07948-40-19.xml.hg,7.000,40,39,190.55,5,96646,1091491
hypergraphs_Pi-40-10-07948-40-20.xml.hg,6.000,40,39,135.61,5,75483,792915
hypergraphs_Pi-40-10-07948-40-21.xml.hg,7.000,40,38,101.10000000000001,5,56062,567307
hypergraphs_Pi-40-10-07948-40-22.xml.hg,6.000,40,37,149.29,5,81020,868870
hypergraphs_Pi-40-10-07948-40-23.xml.hg,6.000,40,39,147.65,5,80349,901658
hypergraphs_Pi-40-10-07948-40-24.xml.hg,6.500,40,38,118.3,5,64662,665715
hypergraphs_Pi-40-10-07948-40-25.xml.hg,6.000,40,40,40.16,5,24237,239839
hypergraphs_Pi-40-10-07948-40-26.xml.hg,6.500,40,38,205.1,5,107418,1195679
hypergraphs_Pi-40-10-07948-40-27.xml.hg,6.500,40,37,43.3,5,26885,257547
hypergraphs_Pi-40-10-07948-40-28.xml.hg,6.000,40,38,57.04,5,33216,336155
hypergraphs_Pi-40-10-07948-40-29.xml.hg,6.500,40,39,147.27,5,75187,864136
hypergraphs_Pi-40-10-07948-40-30.xml.hg,6.000,40,37,30.17,5,18408,178812
hypergraphs_Pi-40-10-07948-40-31.xml.hg,6.500,40,40,292.07,5,137953,1655405
hypergraphs_Pi-40-10-07948-40-32.xml.hg,6.500,40,38,77.1,5,45603,462509
hypergraphs_Pi-40-10-07948-40-33.xml.hg,6.000,40,40,86.14,5,46876,484356
hypergraphs_Pi-40-10-07948-40-34.xml.hg,6.500,40,38,120.73,5,64583,733411
hypergraphs_Pi-40-10-07948-40-35.xml.hg,6.000,40,39,57.16,5,32360,336493
hypergraphs_Pi-40-10-07948-40-36.xml.hg,6.000,40,37,46.32,5,26912,264748
hypergraphs_Pi-40-10-07948-40-37.xml.hg,7.000,40,40,200.9,5,106558,1157084
hypergraphs_Pi-40-10-07948-40-38.xml.hg,7.000,40,40,438.17,5,199153,2484817
hypergraphs_Pi-40-10-07948-40-39.xml.hg,6.000,40,39,41.32,5,26367,248700
hypergraphs_Pi-40-10-07948-40-40.xml.hg,7.000,40,40,138.08,5,78436,833610
hypergraphs_Pi-40-10-07948-40-41.xml.hg,6.000,40,39,118.97,5,63925,689934
hypergraphs_Pi-40-10-07948-40-42.xml.hg,6.000,40,40,115.63,5,61500,679862
hypergraphs_Pi-40-10-07948-40-43.xml.hg,6.500,40,37,47.19,5,30520,284227
hypergraphs_Pi-40-10-07948-40-44.xml.hg,6.500,40,38,96.12,5,50544,557279
hypergraphs_Pi-40-10-07948-40-45.xml.hg,6.000,40,39,64.75,5,39197,393027
hypergraphs_Pi-40-10-07948-40-46.xml.hg,6.000,40,37,33.77,5,21328,203534
hypergraphs_Pi-40-10-07948-40-47.xml.hg,7.000,40,39,452.46,5,206487,2426046
hypergraphs_Pi-40-10-07948-40-48.xml.hg,7.000,40,39,198.59,5,96205,1114946
hypergraphs_Pi-40-10-07948-40-49.xml.hg,7.000,40,40,253.57,5,127173,1484667
hypergraphs_Pi-40-10-07948-40-50.xml.hg,6.500,40,40,155.94,5,78813,917632
hypergraphs_Pi-40-10-07948-40-51.xml.hg,6.000,40,39,60.97,5,34403,345720
hypergraphs_Pi-40-10-07948-40-52.xml.hg,7.000,40,38,125.47,5,66773,722503
hypergraphs_Pi-40-10-07948-40-53.xml.hg,6.500,40,38,146.26,5,80919,876463
hypergraphs_Pi-40-10-07948-40-54.xml.hg,7.000,40,40,387.33,5,182194,2229847
hypergraphs_Pi-40-10-07948-40-55.xml.hg,6.500,40,37,54.77,5,33990,333843
hypergraphs_Pi-40-10-07948-40-56.xml.hg,6.000,40,38,27.15,5,17159,158002
hypergraphs_Pi-40-10-07948-40-57.xml.hg,6.500,40,39,101.18,5,55422,580133
hypergraphs_Pi-40-10-07948-40-58.xml.hg,6.000,40,39,157.43,5,76256,891720
hypergraphs_Pi-40-10-07948-40-59.xml.hg,5.000,40,40,50.34,5,26318,291614
hypergraphs_Pi-40-10-07948-40-60.xml.hg,7.000,40,40,117.76,5,68106,704895
hypergraphs_Pi-40-10-07948-40-61.xml.hg,6.500,40,40,246.0,5,122358,1417979
hypergraphs_Pi-40-10-07948-40-62.xml.hg,6.000,40,39,66.6,5,37839,388320
hypergraphs_Pi-40-10-07948-40-63.xml.hg,7.000,40,39,221.61,5,116372,1300947
hypergraphs_Pi-40-10-07948-40-64.xml.hg,6.000,40,39,114.69,5,60226,679031
hypergraphs_Pi-40-10-07948-40-65.xml.hg,7.000,40,38,214.48,5,107520,1228168
hypergraphs_Pi-40-10-07948-40-66.xml.hg,6.500,40,38,62.71,5,38835,389259
hypergraphs_Pi-40-10-07948-40-67.xml.hg,6.500,40,38,95.14,5,51184,546571
hypergraphs_Pi-40-10-07948-40-68.xml.hg,6.500,40,38,73.95,5,42806,432196
hypergraphs_Pi-40-10-07948-40-69.xml.hg,6.500,40,38,82.74,5,44877,462095
hypergraphs_Pi-40-10-07948-40-70.xml.hg,6.000,40,37,52.9,5,31235,318828
hypergraphs_Pi-40-10-07948-40-71.xml.hg,7.000,40,40,487.3,5,232475,2758232
hypergraphs_Pi-40-10-07948-40-72.xml.hg,6.000,40,39,55.04,5,32490,327315
hypergraphs_Pi-40-10-07948-40-73.xml.hg,6.500,40,39,71.84,5,42973,433064
hypergraphs_Pi-40-10-07948-40-74.xml.hg,6.000,40,38,130.6,5,64654,721330
hypergraphs_Pi-40-10-07948-40-75.xml.hg,6.500,40,40,266.84,5,125102,1539080
hypergraphs_Pi-40-10-07948-40-76.xml.hg,6.000,40,37,49.74,5,27536,285206
hypergraphs_Pi-40-10-07948-40-77.xml.hg,6.500,40,39,239.89,5,110640,1389651
hypergraphs_Pi-40-10-07948-40-78.xml.hg,6.500,40,40,255.23,5,122833,1469189
hypergraphs_Pi-40-10-07948-40-79.xml.hg,6.000,40,38,81.46,5,44648,488157
hypergraphs_Pi-40-10-07948-40-80.xml.hg,5.500,40,36,30.17,5,19118,183996
hypergraphs_Pi-40-10-07948-40-81.xml.hg,6.500,40,38,95.6,5,52538,560999
hypergraphs_Pi-40-10-07948-40-82.xml.hg,6.000,40,38,53.86,5,32318,320579
hypergraphs_Pi-40-10-07948-40-83.xml.hg,7.000,40,40,176.65,5,87083,1006307
hypergraphs_Pi-40-10-07948-40-84.xml.hg,6.500,40,36,66.54,5,37357,377266
hypergraphs_Pi-40-10-07948-40-85.xml.hg,6.500,40,38,45.59,5,28841,283601
hypergraphs_Pi-40-10-07948-40-86.xml.hg,6.000,40,40,113.18,5,57668,637346
hypergraphs_Pi-40-10-07948-40-87.xml.hg,6.500,40,40,132.04,5,68825,758545
hypergraphs_Pi-40-10-07948-40-88.xml.hg,6.000,40,38,95.04,5,50131,549681
hypergraphs_Pi-40-10-07948-40-89.xml.hg,6.500,40,36,81.38,5,44689,454804
hypergraphs_Pi-40-10-07948-40-90.xml.hg,7.000,40,40,105.6,5,58107,629074
hypergraphs_Pi-40-10-07948-40-91.xml.hg,7.000,40,38,138.88,5,73206,774585
hypergraphs_Pi-40-10-07948-40-92.xml.hg,6.500,40,39,157.39,5,84940,897819
hypergraphs_Pi-40-10-07948-40-93.xml.hg,6.000,40,38,61.87,5,35468,374218
hypergraphs_Pi-40-10-07948-40-94.xml.hg,6.000,40,39,94.1,5,51584,561846
hypergraphs_Pi-40-10-07948-40-95.xml.hg,7.000,40,38,104.1,5,56778,603311
hypergraphs_Pi-40-10-07948-40-96.xml.hg,6.000,40,38,101.86,5,55253,596268
hypergraphs_Pi-40-10-07948-40-97.xml.hg,6.500,40,40,219.4,5,107706,1306667
hypergraphs_Pi-40-10-07948-40-98.xml.hg,6.000,40,38,118.63,5,61657,695784
hypergraphs_Pi-40-10-07948-40-99.xml.hg,6.500,40,39,166.24,5,84812,979540
hypergraphs_pigeonsPlus-06-03.xml.hg,3.000,24,0,0.03,1,0,0
hypergraphs_pigeonsPlus-06-04.xml.hg,3.000,30,0,0.03,1,0,0
hypergraphs_pigeonsPlus-06-05.xml.hg,3.000,36,0,0.02,1,0,0
hypergraphs_pigeonsPlus-06-06.xml.hg,3.000,42,0,0.04,1,0,0
hypergraphs_pigeonsPlus-06-07.xml.hg,3.000,48,0,0.04,1,0,0
hypergraphs_pigeonsPlus-06-08.xml.hg,3.000,54,0,0.04,1,0,0
hypergraphs_pigeonsPlus-06-09.xml.hg,3.000,60,0,0.02,1,0,0
hypergraphs_pigeonsPlus-06-10.xml.hg,3.000,66,0,0.03,1,0,0
hypergraphs_pigeonsPlus-07-03.xml.hg,3.500,28,0,0.04,1,0,0
hypergraphs_pigeonsPlus-07-04.xml.hg,3.500,35,0,0.02,1,0,0
hypergraphs_pigeonsPlus-07-05.xml.hg,3.500,42,0,0.02,1,0,0
hypergraphs_pigeonsPlus-07-06.xml.hg,3.500,49,0,0.03,1,0,0
hypergraphs_pigeonsPlus-07-07.xml.hg,3.500,56,0,0.04,1,0,0
hypergraphs_pigeonsPlus-07-08.xml.hg,3.500,63,0,0.02,1,0,0
hypergraphs_pigeonsPlus-07-09.xml.hg,3.500,70,0,0.04,1,0,0
hypergraphs_pigeonsPlus-08-03.xml.hg,4.000,32,0,0.04,1,0,0
hypergraphs_pigeonsPlus-08-04.xml.hg,4.000,40,0,0.04,1,0,0
hypergraphs_pigeonsPlus-08-05.xml.hg,4.000,48,0,0.03,1,0,0
hypergraphs_pigeonsPlus-08-06.xml.hg,4.000,56,0,0.04,1,0,0
hypergraphs_pigeonsPlus-08-07.xml.hg,4.000,64,0,0.04,1,0,0
hypergraphs_pigeonsPlus-08-08.xml.hg,4.000,72,0,0.04,1,0,0
hypergraphs_pigeonsPlus-09-03.xml.hg,4.500,36,0,0.04,1,0,0
hypergraphs_pigeonsPlus-09-04.xml.hg,4.500,45,0,0.03,1,0,0
hypergraphs_pigeonsPlus-09-05.xml.hg,4.500,54,0,0.04,1,0,0
hypergraphs_pigeonsPlus-09-06.xml.hg,4.500,63,0,0.04,1,0,0
hypergraphs_pigeonsPlus-09-07.xml.hg,4.500,72,0,0.03,1,0,0
hypergraphs_pigeonsPlus-10-03.xml.hg,5.000,40,0,0.04,1,0,0
hypergraphs_pigeonsPlus-10-04.xml.hg,5.000,50,0,0.03,1,0,0
hypergraphs_pigeonsPlus-10-05.xml.hg,5.000,60,0,0.04,1,0,0
hypergraphs_pigeonsPlus-10-06.xml.hg,5.000,70,0,0.03,1,0,0
hypergraphs_pigeonsPlus-10-07.xml.hg,5.000,80,0,0.03,1,0,0
hypergraphs_pigeonsPlus-11-02.xml.hg,5.500,33,0,0.03,1,0,0
hypergraphs_pigeonsPlus-11-03.xml.hg,5.500,44,0,0.04,1,0,0
hypergraphs_pigeonsPlus-11-04.xml.hg,5.500,55,0,0.05,1,0,0
hypergraphs_pigeonsPlus-11-05.xml.hg,5.500,66,0,0.05,1,0,0
hypergraphs_pigeonsPlus-11-06.xml.hg,5.500,77,0,0.04,1,0,0
hypergraphs_pret-060-25.xml.hg,5.000,60,60,2099.4,5,340862,16529766
hypergraphs_pret-060-40.xml.hg,5.000,60,60,2230.23,5,340862,16529766
hypergraphs_pret-060-60.xml.hg,5.000,60,60,2316.72,5,340862,16529766
hypergraphs_pret-060-75.xml.hg,5.000,60,60,2147.25,5,340862,16529766
hypergraphs_pret-150-25.xml.hg,-1,150,150,MO,2,326346316,0
hypergraphs_pret-150-40.xml.hg,-1,150,150,TO,2,376986561,0
hypergraphs_pret-150-60.xml.hg,-1,150,150,MO,2,326276037,0
hypergraphs_pret-150-75.xml.hg,-1,150,150,MO,2,325662816,0
hypergraphs_pret60_25.hg,5.000,60,60,2604.41,5,340862,16529766
hypergraphs_pret60_60.hg,5.000,60,60,2699.26,5,340862,16529766
hypergraphs_rand-10-20-10-5-10000-01.xml.hg,1.800,19,0,0.03,1,0,0
hypergraphs_rand-10-20-10-5-10000-02.xml.hg,2.000,18,14,0.03,5,6,12
hypergraphs_rand-10-20-10-5-10000-03.xml.hg,2.000,19,14,0.05,5,2,4
hypergraphs_rand-10-20-10-5-10000-04.xml.hg,2.000,20,16,0.05,5,6,12
hypergraphs_rand-10-20-10-5-10000-05.xml.hg,2.000,20,16,0.05,5,4,7
hypergraphs_rand-10-20-10-5-10000-06.xml.hg,2.000,18,17,0.05,5,4,7
hypergraphs_rand-10-20-10-5-10000-07.xml.hg,2.000,20,17,0.04,5,6,12
hypergraphs_rand-10-20-10-5-10000-08.xml.hg,2.333,20,18,0.05,5,7,15
hypergraphs_rand-10-20-10-5-10000-09.xml.hg,2.000,20,16,0.05,5,4,7
hypergraphs_rand-10-20-10-5-10000-10.xml.hg,2.000,19,18,0.05,5,6,12
hypergraphs_rand-10-20-10-5-10000-11.xml.hg,2.000,20,17,0.05,5,5,9
hypergraphs_rand-10-20-10-5-10000-12.xml.hg,2.000,20,15,0.05,5,5,9
hypergraphs_rand-10-20-10-5-10000-13.xml.hg,2.000,19,17,0.05,5,5,10
hypergraphs_rand-10-20-10-5-10000-14.xml.hg,2.000,20,14,0.04,5,2,4
hypergraphs_rand-10-20-10-5-10000-15.xml.hg,2.000,20,17,0.04,5,5,9
hypergraphs_rand-10-20-10-5-10000-16.xml.hg,2.000,19,17,0.04,5,5,9
hypergraphs_rand-10-20-10-5-10000-17.xml.hg,2.000,18,17,0.04,5,5,10
hypergraphs_rand-10-20-10-5-10000-18.xml.hg,2.000,20,13,0.03,5,2,4
hypergraphs_rand-10-20-10-5-10000-19.xml.hg,2.000,20,17,0.05,5,6,12
hypergraphs_rand-10-20-10-5-10000-20.xml.hg,2.000,20,16,0.05,5,4,7
hypergraphs_rand-10-60-20-30-51200-01.xml.hg,5.532,60,59,47.83,5,14264,90464
hypergraphs_rand-10-60-20-30-51200-02.xml.hg,5.692,59,59,47.75,5,14286,85115
hypergraphs_rand-10-60-20-30-51200-03.xml.hg,6.139,60,60,87.54,5,24691,164591
hypergraphs_rand-10-60-20-30-51200-04.xml.hg,5.969,60,59,50.68,5,15111,93676
hypergraphs_rand-10-60-20-30-51200-05.xml.hg,5.631,60,57,24.94,5,8800,48556
hypergraphs_rand-10-60-20-30-51200-06.xml.hg,5.921,60,59,60.22,5,17841,112212
hypergraphs_rand-10-60-20-30-51200-07.xml.hg,5.833,59,59,46.09,5,15252,91134
hypergraphs_rand-10-60-20-30-51200-08.xml.hg,6.228,60,60,83.77,5,23001,148720
hypergraphs_rand-10-60-20-30-51200-09.xml.hg,5.958,60,60,78.26,5,21613,140390
hypergraphs_rand-10-60-20-30-51200-10.xml.hg,5.679,60,59,92.66,5,24637,176026
hypergraphs_rand-10-60-20-30-51200-11.xml.hg,6.076,60,57,37.26,5,12265,69899
hypergraphs_rand-10-60-20-30-51200-12.xml.hg,5.976,60,60,50.63,5,15053,96519
hypergraphs_rand-10-60-20-30-51200-13.xml.hg,5.507,59,57,27.91,5,9390,55286
hypergraphs_rand-10-60-20-30-51200-14.xml.hg,5.725,59,59,32.39,5,10910,63133
hypergraphs_rand-10-60-20-30-51200-15.xml.hg,5.857,59,58,38.28,5,12340,69914
hypergraphs_rand-10-60-20-30-51200-16.xml.hg,5.772,60,59,34.21,5,10306,59291
hypergraphs_rand-10-60-20-30-51200-17.xml.hg,5.765,59,57,31.4,5,10224,60117
hypergraphs_rand-10-60-20-30-51200-18.xml.hg,5.603,58,57,30.47,5,10072,59894
hypergraphs_rand-10-60-20-30-51200-19.xml.hg,5.478,60,59,45.68,5,14314,85682
hypergraphs_rand-10-60-20-30-51200-20.xml.hg,5.856,59,56,25.19,5,8204,49235
hypergraphs_rand-10-60-20-30-51200-21.xml.hg,5.749,60,59,33.24,5,10118,57297
hypergraphs_rand-10-60-20-30-51200-22.xml.hg,5.679,60,58,30.540000000000003,5,9598,54107
hypergraphs_rand-10-60-20-30-51200-23.xml.hg,6.000,60,59,67.23,5,18721,115953
hypergraphs_rand-10-60-20-30-51200-24.xml.hg,5.767,60,58,29.87,5,9801,58618
hypergraphs_rand-10-60-20-30-51200-25.xml.hg,5.545,60,57,23.200000000000003,5,7553,42792
hypergraphs_rand-10-60-20-30-51200-26.xml.hg,5.506,58,56,18.58,5,6380,34600
hypergraphs_rand-10-60-20-30-51200-27.xml.hg,6.000,60,58,49.65,5,15043,92493
hypergraphs_rand-10-60-20-30-51200-28.xml.hg,5.746,60,59,48.46,5,15385,95104
hypergraphs_rand-10-60-20-30-51200-29.xml.hg,5.778,60,59,41.59,5,12569,72782
hypergraphs_rand-10-60-20-30-51200-30.xml.hg,5.616,58,58,24.12,5,8707,46628
hypergraphs_rand-10-60-20-30-51200-31.xml.hg,5.842,60,58,39.07,5,12045,67972
hypergraphs_rand-10-60-20-30-51200-32.xml.hg,5.843,60,59,43.78,5,13790,88719
hypergraphs_rand-10-60-20-30-51200-33.xml.hg,5.957,60,59,49.7,5,15306,89683
hypergraphs_rand-10-60-20-30-51200-34.xml.hg,6.058,60,59,51.24,5,15436,96057
hypergraphs_rand-10-60-20-30-51200-35.xml.hg,5.789,60,59,25.93,5,9082,54028
hypergraphs_rand-10-60-20-30-51200-36.xml.hg,5.743,59,57,25.56,5,8470,47399
hypergraphs_rand-10-60-20-30-51200-37.xml.hg,5.661,60,57,26.78,5,8619,47879
hypergraphs_rand-10-60-20-30-51200-38.xml.hg,5.535,60,58,33.84,5,10728,63050
hypergraphs_rand-10-60-20-30-51200-39.xml.hg,5.797,60,58,44.27,5,14207,87017
hypergraphs_rand-10-60-20-30-51200-40.xml.hg,5.478,59,57,27.7,5,9340,53681
hypergraphs_rand-10-60-20-30-51200-41.xml.hg,5.873,60,56,27.68,5,9035,50859
hypergraphs_rand-10-60-20-30-51200-42.xml.hg,5.663,60,59,55.03,5,17255,107810
