instance,tw,triang_fhtw,frasmt_fhtw
hypergraphs_rand-5-2X-05c-12.xml.hg,2.400,0.02,0.94
hypergraphs_rand-5-2X-05c-14.xml.hg,2.400,0.03,0.89
hypergraphs_rand-5-2X-05c-16.xml.hg,2.400,0.02,0.93
hypergraphs_rand-5-2X-05c-17.xml.hg,2.400,0.03,0.96
hypergraphs_rand-5-2X-05c-18.xml.hg,2.400,0.03,1.07
hypergraphs_rand-5-2X-05c-20.xml.hg,2.400,0.02,0.99
hypergraphs_rand-5-2X-05c-21.xml.hg,2.400,0.02,0.95
hypergraphs_rand-5-2X-05c-25.xml.hg,2.400,0.02,0.98
hypergraphs_rand-5-2X-05c-28.xml.hg,2.400,0.02,0.94
hypergraphs_rand-5-2X-05c-30.xml.hg,2.400,0.03,0.97
hypergraphs_rand-5-2X-05c-31.xml.hg,2.400,0.02,1.06
hypergraphs_rand-5-2X-05c-32.xml.hg,2.400,0.03,3.53
hypergraphs_rand-5-2X-05c-33.xml.hg,2.400,0.02,3.19
hypergraphs_rand-5-2X-05c-34.xml.hg,2.400,0.02,3.47
hypergraphs_rand-5-2X-05c-38.xml.hg,2.400,0.03,3.27
hypergraphs_rand-5-2X-05c-39.xml.hg,2.400,0.02,3.26
hypergraphs_rand-5-2X-05c-40.xml.hg,2.400,0.03,3.33
hypergraphs_rand-5-2X-05c-47.xml.hg,2.400,0.02,0.99
hypergraphs_rand-5-2X-05c-48.xml.hg,2.400,0.03,1.0
hypergraphs_rand-5-2X-05c-50.xml.hg,2.400,0.02,0.94
hypergraphs_rand-5-4X-05c-02.xml.hg,2.400,0.02,3.6
hypergraphs_rand-5-4X-05c-03.xml.hg,2.400,0.03,2.69
hypergraphs_rand-5-4X-05c-04.xml.hg,2.400,0.03,2.7
hypergraphs_rand-5-4X-05c-05.xml.hg,2.400,0.03,3.25
hypergraphs_rand-5-4X-05c-07.xml.hg,2.400,0.03,2.77
hypergraphs_rand-5-4X-05c-11.xml.hg,2.400,0.03,2.76
hypergraphs_rand-5-4X-05c-13.xml.hg,2.400,0.03,3.05
hypergraphs_rand-5-4X-05c-16.xml.hg,2.400,0.03,2.83
hypergraphs_rand-5-4X-05c-19.xml.hg,2.400,0.03,2.83
hypergraphs_rand-5-4X-05c-20.xml.hg,2.400,0.02,3.26
hypergraphs_rand-5-4X-05c-21.xml.hg,2.400,0.03,2.61
hypergraphs_rand-5-4X-05c-23.xml.hg,2.400,0.02,2.57
hypergraphs_rand-5-4X-05c-24.xml.hg,2.400,0.03,3.08
hypergraphs_rand-5-4X-05c-25.xml.hg,2.400,0.02,2.72
hypergraphs_rand-5-4X-05c-26.xml.hg,2.400,0.01,2.69
hypergraphs_rand-5-4X-05c-28.xml.hg,2.400,0.02,3.04
hypergraphs_rand-5-4X-05c-32.xml.hg,2.400,0.02,2.65
hypergraphs_rand-5-4X-05c-33.xml.hg,2.400,0.02,2.69
hypergraphs_rand-5-4X-05c-34.xml.hg,2.400,0.02,3.51
hypergraphs_rand-5-4X-05c-38.xml.hg,2.400,0.03,2.67
hypergraphs_rand-5-4X-05c-39.xml.hg,2.400,0.01,2.6
hypergraphs_rand-5-4X-05c-41.xml.hg,2.400,0.03,3.13
hypergraphs_rand-5-4X-05c-42.xml.hg,2.400,0.03,2.51
hypergraphs_rand-5-4X-05c-44.xml.hg,2.400,0.01,2.53
hypergraphs_rand-5-4X-05c-46.xml.hg,2.400,0.03,3.41
hypergraphs_rand-5-4X-05c-48.xml.hg,2.400,0.03,2.73
hypergraphs_rand-5-4X-05c-49.xml.hg,2.400,0.03,2.74
hypergraphs_rand-5-8X-05c-01.xml.hg,2.400,0.04,0.94
hypergraphs_rand-5-8X-05c-02.xml.hg,2.400,0.02,1.04
hypergraphs_rand-5-8X-05c-03.xml.hg,2.400,0.02,1.0
hypergraphs_rand-5-8X-05c-05.xml.hg,2.400,0.03,3.62
hypergraphs_rand-5-8X-05c-06.xml.hg,2.400,0.02,2.64
hypergraphs_rand-5-8X-05c-07.xml.hg,2.400,0.03,2.64
hypergraphs_rand-5-8X-05c-13.xml.hg,2.400,0.03,3.3
hypergraphs_rand-5-8X-05c-16.xml.hg,2.400,0.02,2.52
hypergraphs_rand-5-8X-05c-17.xml.hg,2.400,0.03,2.5
hypergraphs_rand-5-8X-05c-19.xml.hg,2.400,0.02,3.08
hypergraphs_rand-5-8X-05c-22.xml.hg,2.400,0.01,2.53
hypergraphs_rand-5-8X-05c-23.xml.hg,2.400,0.01,2.49
hypergraphs_rand-5-8X-05c-24.xml.hg,2.400,0.02,3.29
hypergraphs_rand-5-8X-05c-25.xml.hg,2.400,0.03,2.53
hypergraphs_rand-5-8X-05c-26.xml.hg,2.400,0.03,2.51
hypergraphs_rand-5-8X-05c-27.xml.hg,2.400,0.03,3.38
hypergraphs_rand-5-8X-05c-28.xml.hg,2.400,0.03,2.79
hypergraphs_rand-5-8X-05c-29.xml.hg,2.400,0.03,2.81
hypergraphs_rand-5-8X-05c-30.xml.hg,2.400,0.03,3.33
hypergraphs_rand-5-8X-05c-31.xml.hg,2.400,0.03,2.72
hypergraphs_rand-5-8X-05c-33.xml.hg,2.400,0.02,2.76
hypergraphs_rand-5-8X-05c-36.xml.hg,2.400,0.02,3.38
hypergraphs_rand-5-8X-05c-37.xml.hg,2.400,0.03,2.6
hypergraphs_rand-5-8X-05c-39.xml.hg,2.400,0.04,2.63
hypergraphs_rand-5-8X-05c-40.xml.hg,2.400,0.04,3.16
hypergraphs_rand-5-8X-05c-41.xml.hg,2.400,0.03,2.66
hypergraphs_rand-5-8X-05c-42.xml.hg,2.400,0.03,2.54
hypergraphs_rand-5-8X-05c-44.xml.hg,2.400,0.04,3.45
hypergraphs_rand-5-8X-05c-47.xml.hg,2.400,0.03,2.8
hypergraphs_rand-7-40-8-40-02500-0.xml.hg,4.929,0.97,TO
hypergraphs_rand-7-40-8-40-02500-1.xml.hg,5.219,1.26,TO
hypergraphs_rand-7-40-8-40-02500-2.xml.hg,5.247,1.53,TO
hypergraphs_rand-7-40-8-40-02500-3.xml.hg,5.130,1.54,TO
hypergraphs_rand-7-40-8-40-02500-4.xml.hg,4.909,0.84,TO
hypergraphs_rand-7-40-8-40-02500-5.xml.hg,5.252,1.08,TO
hypergraphs_rand-7-40-8-40-02500-6.xml.hg,5.158,1.25,TO
hypergraphs_rand-7-40-8-40-02500-7.xml.hg,5.152,1.37,TO
hypergraphs_rand-7-40-8-40-02500-8.xml.hg,5.262,1.53,TO
hypergraphs_rand-7-40-8-40-02500-9.xml.hg,5.069,1.14,TO
hypergraphs_rand-7-40-8-40-05000-0.xml.hg,4.929,0.98,TO
hypergraphs_rand-7-40-8-40-05000-1.xml.hg,5.219,1.3,TO
hypergraphs_rand-7-40-8-40-05000-2.xml.hg,5.247,1.52,TO
hypergraphs_rand-7-40-8-40-05000-3.xml.hg,5.130,1.48,TO
hypergraphs_rand-7-40-8-40-05000-4.xml.hg,4.909,0.85,TO
hypergraphs_rand-7-40-8-40-05000-5.xml.hg,5.252,1.12,TO
hypergraphs_rand-7-40-8-40-05000-6.xml.hg,5.158,1.18,TO
hypergraphs_rand-7-40-8-40-05000-7.xml.hg,5.152,1.33,TO
hypergraphs_rand-7-40-8-40-05000-8.xml.hg,5.262,1.53,TO
hypergraphs_rand-7-40-8-40-05000-9.xml.hg,5.069,1.13,TO
hypergraphs_rand-7-40-8-40-07500-0.xml.hg,4.929,0.97,TO
hypergraphs_rand-7-40-8-40-07500-1.xml.hg,5.219,1.25,TO
hypergraphs_rand-7-40-8-40-07500-2.xml.hg,5.247,1.6,TO
hypergraphs_rand-7-40-8-40-07500-3.xml.hg,5.130,1.6,TO
hypergraphs_rand-7-40-8-40-07500-4.xml.hg,4.909,0.83,TO
hypergraphs_rand-7-40-8-40-07500-5.xml.hg,5.252,1.09,TO
hypergraphs_rand-7-40-8-40-07500-6.xml.hg,5.158,1.21,TO
hypergraphs_rand-7-40-8-40-07500-7.xml.hg,5.152,1.36,TO
hypergraphs_rand-7-40-8-40-07500-8.xml.hg,5.262,1.5,TO
hypergraphs_rand-7-40-8-40-07500-9.xml.hg,5.069,1.13,TO
hypergraphs_rand-7-40-8-40-10000-0.xml.hg,4.929,0.97,TO
hypergraphs_rand-7-40-8-40-10000-1.xml.hg,5.219,1.28,TO
hypergraphs_rand-7-40-8-40-10000-2.xml.hg,5.247,1.52,TO
hypergraphs_rand-7-40-8-40-10000-3.xml.hg,5.130,1.49,TO
hypergraphs_rand-7-40-8-40-10000-4.xml.hg,4.909,0.83,TO
hypergraphs_rand-7-40-8-40-10000-5.xml.hg,5.252,1.1,TO
hypergraphs_rand-7-40-8-40-10000-6.xml.hg,5.158,1.19,TO
hypergraphs_rand-7-40-8-40-10000-7.xml.hg,5.152,1.32,TO
hypergraphs_rand-7-40-8-40-10000-8.xml.hg,5.262,1.55,TO
hypergraphs_rand-7-40-8-40-10000-9.xml.hg,5.069,1.17,TO
hypergraphs_rand-7-40-8-40-12500-0.xml.hg,4.929,0.96,TO
hypergraphs_rand-7-40-8-40-12500-1.xml.hg,5.219,1.24,TO
hypergraphs_rand-7-40-8-40-12500-2.xml.hg,5.247,1.59,TO
hypergraphs_rand-7-40-8-40-12500-3.xml.hg,5.130,1.58,TO
hypergraphs_rand-7-40-8-40-12500-4.xml.hg,4.909,0.85,TO
hypergraphs_rand-7-40-8-40-12500-5.xml.hg,5.252,1.1,TO
hypergraphs_rand-7-40-8-40-12500-6.xml.hg,5.158,1.22,TO
hypergraphs_rand-7-40-8-40-12500-7.xml.hg,5.152,1.39,TO
hypergraphs_rand-7-40-8-40-12500-8.xml.hg,5.262,1.5,TO
hypergraphs_rand-7-40-8-40-12500-9.xml.hg,5.069,1.12,TO
hypergraphs_rand-7-40-8-40-15000-0.xml.hg,4.929,0.97,TO
hypergraphs_rand-7-40-8-40-15000-1.xml.hg,5.219,1.29,TO
hypergraphs_rand-7-40-8-40-15000-2.xml.hg,5.247,1.52,TO
hypergraphs_rand-7-40-8-40-15000-3.xml.hg,5.130,1.5,TO
hypergraphs_rand-7-40-8-40-15000-4.xml.hg,4.909,0.85,TO
hypergraphs_rand-7-40-8-40-15000-5.xml.hg,5.252,1.11,TO
hypergraphs_rand-7-40-8-40-15000-6.xml.hg,5.158,1.2,TO
hypergraphs_rand-7-40-8-40-15000-7.xml.hg,5.152,1.35,TO
hypergraphs_rand-7-40-8-40-15000-8.xml.hg,5.262,1.54,TO
hypergraphs_rand-7-40-8-40-15000-9.xml.hg,5.069,1.13,TO
hypergraphs_rand-7-40-8-40-17500-0.xml.hg,4.929,0.9500000000000001,TO
hypergraphs_rand-7-40-8-40-17500-1.xml.hg,5.219,1.24,TO
hypergraphs_rand-7-40-8-40-17500-2.xml.hg,5.247,1.54,TO
hypergraphs_rand-7-40-8-40-17500-3.xml.hg,5.130,1.56,TO
hypergraphs_rand-7-40-8-40-17500-4.xml.hg,4.909,0.8300000000000001,TO
hypergraphs_rand-7-40-8-40-17500-5.xml.hg,5.252,1.07,TO
hypergraphs_rand-7-40-8-40-17500-6.xml.hg,5.158,1.18,TO
hypergraphs_rand-7-40-8-40-17500-7.xml.hg,5.152,1.32,TO
hypergraphs_rand-7-40-8-40-17500-8.xml.hg,5.262,1.52,TO
hypergraphs_rand-7-40-8-40-17500-9.xml.hg,5.069,1.12,TO
hypergraphs_rand-7-40-8-40-20000-0.xml.hg,4.929,0.9500000000000001,TO
hypergraphs_rand-7-40-8-40-20000-1.xml.hg,5.219,1.25,TO
hypergraphs_rand-7-40-8-40-20000-2.xml.hg,5.247,1.53,TO
hypergraphs_rand-7-40-8-40-20000-3.xml.hg,5.130,1.49,TO
hypergraphs_rand-7-40-8-40-20000-4.xml.hg,4.909,0.81,TO
hypergraphs_rand-7-40-8-40-20000-5.xml.hg,5.252,1.08,TO
hypergraphs_rand-7-40-8-40-20000-6.xml.hg,5.158,1.19,TO
hypergraphs_rand-7-40-8-40-20000-7.xml.hg,5.152,1.32,TO
hypergraphs_rand-7-40-8-40-20000-8.xml.hg,5.262,1.56,TO
hypergraphs_rand-7-40-8-40-20000-9.xml.hg,5.069,1.18,TO
hypergraphs_rand-7-40-8-40-22500-0.xml.hg,4.929,0.9500000000000001,TO
hypergraphs_rand-7-40-8-40-22500-1.xml.hg,5.219,1.25,TO
hypergraphs_rand-7-40-8-40-22500-2.xml.hg,5.247,1.56,TO
hypergraphs_rand-7-40-8-40-22500-3.xml.hg,5.130,1.56,TO
hypergraphs_rand-7-40-8-40-22500-4.xml.hg,4.909,0.82,TO
hypergraphs_rand-7-40-8-40-22500-5.xml.hg,5.252,1.1,TO
hypergraphs_rand-7-40-8-40-22500-6.xml.hg,5.158,1.23,TO
hypergraphs_rand-7-40-8-40-22500-7.xml.hg,5.152,1.37,TO
hypergraphs_rand-7-40-8-40-22500-8.xml.hg,5.262,1.52,TO
hypergraphs_rand-7-40-8-40-22500-9.xml.hg,5.069,1.13,TO
hypergraphs_rand-7-40-8-40-25000-0.xml.hg,4.929,0.98,TO
hypergraphs_rand-7-40-8-40-25000-1.xml.hg,5.219,1.29,TO
hypergraphs_rand-7-40-8-40-25000-2.xml.hg,5.247,1.52,TO
hypergraphs_rand-7-40-8-40-25000-3.xml.hg,5.130,1.49,TO
hypergraphs_rand-7-40-8-40-25000-4.xml.hg,4.909,0.84,TO
hypergraphs_rand-7-40-8-40-25000-5.xml.hg,5.252,1.09,TO
hypergraphs_rand-7-40-8-40-25000-6.xml.hg,5.158,1.19,TO
hypergraphs_rand-7-40-8-40-25000-7.xml.hg,5.152,1.32,TO
hypergraphs_rand-7-40-8-40-25000-8.xml.hg,5.262,1.55,TO
hypergraphs_rand-7-40-8-40-25000-9.xml.hg,5.069,1.17,TO
hypergraphs_rand-7-40-8-40-30000-0.xml.hg,4.929,0.9500000000000001,TO
hypergraphs_rand-7-40-8-40-30000-1.xml.hg,5.219,1.24,TO
hypergraphs_rand-7-40-8-40-30000-2.xml.hg,5.247,1.59,TO
hypergraphs_rand-7-40-8-40-30000-3.xml.hg,5.130,1.59,TO
hypergraphs_rand-7-40-8-40-30000-4.xml.hg,4.909,0.83,TO
hypergraphs_rand-7-40-8-40-30000-5.xml.hg,5.252,1.08,TO
hypergraphs_rand-7-40-8-40-30000-6.xml.hg,5.158,1.22,TO
hypergraphs_rand-7-40-8-40-30000-7.xml.hg,5.152,1.38,TO
hypergraphs_rand-7-40-8-40-30000-8.xml.hg,5.262,1.53,TO
hypergraphs_rand-7-40-8-40-30000-9.xml.hg,5.069,1.12,TO
hypergraphs_rand-8-20-5-18-800-01.xml.hg,2.600,0.03,24.97
hypergraphs_rand-8-20-5-18-800-02.xml.hg,2.459,0.03,25.48
hypergraphs_rand-8-20-5-18-800-03.xml.hg,2.636,0.03,24.96
hypergraphs_rand-8-20-5-18-800-04.xml.hg,2.714,0.05,25.14
hypergraphs_rand-8-20-5-18-800-05.xml.hg,2.562,0.03,24.99
hypergraphs_rand-8-20-5-18-800-06.xml.hg,2.556,0.04,25.07
hypergraphs_rand-8-20-5-18-800-07.xml.hg,2.458,0.05,24.86
hypergraphs_rand-8-20-5-18-800-08.xml.hg,2.518,0.05,24.77
hypergraphs_rand-8-20-5-18-800-09.xml.hg,2.548,0.03,25.24
hypergraphs_rand-8-20-5-18-800-10.xml.hg,2.727,0.04,24.52
hypergraphs_rand-8-20-5-18-800-11.xml.hg,2.491,0.04,RTE
hypergraphs_rand-8-20-5-18-800-12.xml.hg,2.700,0.05,24.59
hypergraphs_rand-8-20-5-18-800-13.xml.hg,2.765,0.04,24.23
hypergraphs_rand-8-20-5-18-800-14.xml.hg,2.600,0.03,24.62
hypergraphs_rand-8-20-5-18-800-15.xml.hg,2.613,0.03,24.85
hypergraphs_rand-8-20-5-18-800-16.xml.hg,2.593,0.04,24.6
hypergraphs_rand-8-20-5-18-800-17.xml.hg,2.547,0.03,RTE
hypergraphs_rand-8-20-5-18-800-18.xml.hg,2.667,0.04,24.43
hypergraphs_rand-8-20-5-18-800-19.xml.hg,2.441,0.05,24.7
hypergraphs_rand-8-20-5-18-800-20.xml.hg,2.635,0.04,25.08
hypergraphs_rand_q0001.hg,2.000,0.05,58.45
hypergraphs_rand_q0002.hg,1.000,0.03,2.74
hypergraphs_rand_q0003.hg,6.762,91.18,TO
hypergraphs_rand_q0004.hg,3.000,0.31,28.98
hypergraphs_rand_q0005.hg,5.000,2.99,162.97
hypergraphs_rand_q0006.hg,4.667,0.98,73.63
hypergraphs_rand_q0007.hg,1.000,0.02,2.7
hypergraphs_rand_q0008.hg,6.375,283.5,TO
hypergraphs_rand_q0009.hg,-1,TO,TO
hypergraphs_rand_q0010.hg,6.914,1871.95,TO
hypergraphs_rand_q0011.hg,1.885,0.03,18.16
hypergraphs_rand_q0012.hg,1.000,0.02,3.18
hypergraphs_rand_q0013.hg,4.000,0.39,64.67
hypergraphs_rand_q0014.hg,6.583,837.42,TO
hypergraphs_rand_q0015.hg,6.140,85.41,TO
hypergraphs_rand_q0016.hg,3.000,0.12,79.75
hypergraphs_rand_q0017.hg,4.689,1.27,TO
hypergraphs_rand_q0018.hg,2.425,0.04,259.99
hypergraphs_rand_q0019.hg,4.250,0.95,147.95
hypergraphs_rand_q0020.hg,5.370,3.36,TO
hypergraphs_rand_q0021.hg,1.188,0.03,10.43
hypergraphs_rand_q0022.hg,2.000,0.05,4.26
hypergraphs_rand_q0023.hg,-1,TO,TO
hypergraphs_rand_q0024.hg,6.500,924.04,TO
hypergraphs_rand_q0025.hg,3.645,0.15000000000000002,177.7
hypergraphs_rand_q0026.hg,4.000,1.06,49.77
hypergraphs_rand_q0027.hg,6.500,1856.96,TO
hypergraphs_rand_q0028.hg,5.012,1.27,TO
hypergraphs_rand_q0029.hg,6.119,29.53,TO
hypergraphs_rand_q0030.hg,6.000,516.29,524.4
hypergraphs_rand_q0031.hg,3.500,0.26,115.74
hypergraphs_rand_q0032.hg,1.500,0.03,3.43
hypergraphs_rand_q0033.hg,5.734,173.1,TO
hypergraphs_rand_q0034.hg,2.825,0.04,389.7
hypergraphs_rand_q0035.hg,2.202,0.03,82.23
hypergraphs_rand_q0036.hg,3.571,0.1,22.89
hypergraphs_rand_q0037.hg,2.041,0.03,218.26
hypergraphs_rand_q0038.hg,3.037,0.08,TO
hypergraphs_rand_q0039.hg,3.375,0.07,19.83
hypergraphs_rand_q0040.hg,2.500,0.07,12.25
hypergraphs_rand_q0041.hg,4.217,0.46,162.69
hypergraphs_rand_q0042.hg,4.333,3.39,101.82
hypergraphs_rand_q0043.hg,4.500,0.61,47.21
hypergraphs_rand_q0044.hg,-1,TO,TO
hypergraphs_rand_q0045.hg,2.000,0.04,3.96
hypergraphs_rand_q0046.hg,3.420,0.13,TO
hypergraphs_rand_q0047.hg,4.656,1.46,3518.5
hypergraphs_rand_q0048.hg,4.000,1.09,48.42
hypergraphs_rand_q0049.hg,-1,TO,TO
hypergraphs_rand_q0050.hg,3.170,0.09,1911.75
hypergraphs_rand_q0051.hg,3.006,0.05,58.16
hypergraphs_rand_q0052.hg,3.000,0.08,8.31
hypergraphs_rand_q0053.hg,2.000,0.06,28.84
hypergraphs_rand_q0054.hg,-1,TO,TO
hypergraphs_rand_q0055.hg,7.162,2223.54,TO
hypergraphs_rand_q0056.hg,3.019,0.04,TO
hypergraphs_rand_q0057.hg,5.571,88.09,TO
hypergraphs_rand_q0058.hg,-1,TO,TO
hypergraphs_rand_q0059.hg,4.147,0.34,163.93
hypergraphs_rand_q0060.hg,4.600,1.41,1751.92
hypergraphs_rand_q0061.hg,4.500,1.97,189.0
hypergraphs_rand_q0062.hg,4.000,1.94,41.44
hypergraphs_rand_q0063.hg,6.000,301.28,1377.67
hypergraphs_rand_q0064.hg,2.364,0.04,213.41
hypergraphs_rand_q0065.hg,4.826,1.01,TO
hypergraphs_rand_q0066.hg,4.972,2.94,TO
hypergraphs_rand_q0067.hg,4.000,0.26,32.79
hypergraphs_rand_q0068.hg,4.655,0.59,TO
hypergraphs_rand_q0069.hg,3.881,0.73,1012.29
hypergraphs_rand_q0070.hg,5.829,59.61,TO
hypergraphs_rand_q0071.hg,2.500,0.07,4.95
hypergraphs_rand_q0072.hg,1.667,0.04,3.72
hypergraphs_rand_q0073.hg,5.333,38.93,1021.43
hypergraphs_rand_q0074.hg,2.758,0.04,129.45
hypergraphs_rand_q0075.hg,3.178,0.05,TO
hypergraphs_rand_q0076.hg,2.500,0.06,49.68
hypergraphs_rand_q0077.hg,6.000,256.5,238.1
hypergraphs_rand_q0078.hg,4.000,0.28,67.43
hypergraphs_rand_q0079.hg,1.800,0.02,21.82
hypergraphs_rand_q0080.hg,2.429,0.07,87.27
hypergraphs_rand_q0081.hg,4.008,0.46,116.52
hypergraphs_rand_q0082.hg,5.444,72.91,TO
hypergraphs_rand_q0083.hg,4.008,0.08,455.6
hypergraphs_rand_q0084.hg,6.308,87.43,TO
hypergraphs_rand_q0085.hg,5.823,7.99,TO
hypergraphs_rand_q0086.hg,5.200,13.73,367.41
hypergraphs_rand_q0087.hg,4.894,20.37,1048.63
hypergraphs_rand_q0088.hg,-1,TO,TO
hypergraphs_rand_q0089.hg,5.628,30.15,TO
hypergraphs_rand_q0090.hg,2.000,0.1,9.27
hypergraphs_rand_q0091.hg,3.985,0.27,183.22
hypergraphs_rand_q0092.hg,1.333,0.05,3.76
hypergraphs_rand_q0093.hg,-1,TO,TO
hypergraphs_rand_q0094.hg,1.200,0.02,16.74
hypergraphs_rand_q0095.hg,5.655,66.27,TO
hypergraphs_rand_q0096.hg,2.000,0.04,5.71
hypergraphs_rand_q0097.hg,5.269,15.11,TO
hypergraphs_rand_q0098.hg,4.296,0.69,1124.11
hypergraphs_rand_q0099.hg,3.789,0.14,278.08
hypergraphs_rand_q0100.hg,4.000,0.54,96.82
hypergraphs_rand_q0101.hg,3.310,0.07,TO
hypergraphs_rand_q0102.hg,1.338,0.03,42.17
hypergraphs_rand_q0103.hg,-1,TO,TO
hypergraphs_rand_q0104.hg,-1,TO,TO
hypergraphs_rand_q0105.hg,6.000,120.64,218.15
hypergraphs_rand_q0106.hg,5.250,13.28,TO
hypergraphs_rand_q0107.hg,6.250,1429.26,TO
hypergraphs_rand_q0108.hg,5.000,7.49,190.75
hypergraphs_rand_q0109.hg,1.000,0.02,3.8
hypergraphs_rand_q0110.hg,5.650,71.9,TO
hypergraphs_rand_q0111.hg,3.500,0.13,26.88
hypergraphs_rand_q0112.hg,2.500,0.03,8.52
hypergraphs_rand_q0113.hg,5.083,0.88,TO
hypergraphs_rand_q0114.hg,5.964,21.05,TO
hypergraphs_rand_q0115.hg,3.000,0.26,24.3
hypergraphs_rand_q0116.hg,4.000,0.44,62.48
hypergraphs_rand_q0117.hg,3.905,0.06,21.49
hypergraphs_rand_q0118.hg,3.000,0.37,24.02
hypergraphs_rand_q0119.hg,4.397,0.23,TO
hypergraphs_rand_q0120.hg,1.750,0.03,23.35
hypergraphs_rand_q0121.hg,1.000,0.01,2.85
hypergraphs_rand_q0122.hg,3.667,0.24,36.28
hypergraphs_rand_q0123.hg,3.006,0.08,376.58
hypergraphs_rand_q0124.hg,1.414,0.01,50.36
hypergraphs_rand_q0125.hg,2.333,0.03,5.78
hypergraphs_rand_q0126.hg,3.000,0.09,21.17
hypergraphs_rand_q0127.hg,3.600,0.24,31.97
hypergraphs_rand_q0128.hg,1.000,0.02,0.64
hypergraphs_rand_q0129.hg,2.763,0.05,239.19
hypergraphs_rand_q0130.hg,ERR,0.06,338.18
hypergraphs_rand_q0131.hg,1.273,0.02,31.02
hypergraphs_rand_q0132.hg,1.385,0.02,3.26
hypergraphs_rand_q0133.hg,1.167,0.02,12.74
hypergraphs_rand_q0134.hg,3.600,0.24,156.49
hypergraphs_rand_q0135.hg,2.333,0.07,13.45
hypergraphs_rand_q0136.hg,1.000,0.03,2.54
hypergraphs_rand_q0137.hg,1.500,0.03,1.25
hypergraphs_rand_q0138.hg,2.000,0.03,3.53
hypergraphs_rand_q0139.hg,2.000,0.1,7.4
hypergraphs_rand_q0140.hg,4.690,0.64,TO
hypergraphs_rand_q0141.hg,5.923,14.09,TO
hypergraphs_rand_q0142.hg,4.758,0.75,TO
hypergraphs_rand_q0143.hg,4.579,0.56,TO
hypergraphs_rand_q0144.hg,4.468,0.59,TO
hypergraphs_rand_q0145.hg,2.000,0.06,4.34
hypergraphs_rand_q0146.hg,2.000,0.04,2.04
hypergraphs_rand_q0147.hg,2.000,0.04,5.59
hypergraphs_rand_q0148.hg,3.636,0.1,TO
hypergraphs_rand_q0149.hg,5.750,489.33,2409.36
hypergraphs_rand_q0150.hg,2.848,0.04,388.61
hypergraphs_rand_q0151.hg,4.839,1.05,TO
hypergraphs_rand_q0152.hg,1.000,0.02,2.62
hypergraphs_rand_q0153.hg,1.000,0.03,3.57
hypergraphs_rand_q0154.hg,3.559,0.07,3261.7
hypergraphs_rand_q0155.hg,2.039,0.03,45.13
hypergraphs_rand_q0156.hg,3.098,0.07,TO
hypergraphs_rand_q0157.hg,4.575,0.59,TO
hypergraphs_rand_q0158.hg,1.000,0.02,3.61
hypergraphs_rand_q0159.hg,2.154,0.02,33.93
hypergraphs_rand_q0160.hg,5.000,3.02,296.75
hypergraphs_rand_q0161.hg,5.167,8.76,TO
hypergraphs_rand_q0162.hg,-1,TO,TO
hypergraphs_rand_q0163.hg,4.000,17.01,85.72
hypergraphs_rand_q0164.hg,2.708,0.04,152.86
hypergraphs_rand_q0165.hg,1.929,0.04,181.29
hypergraphs_rand_q0166.hg,5.901,32.46,TO
hypergraphs_rand_q0167.hg,2.667,0.06,10.54
hypergraphs_rand_q0168.hg,4.250,2.68,607.58
hypergraphs_rand_q0169.hg,4.250,2.58,105.58
hypergraphs_rand_q0170.hg,2.000,0.05,6.59
hypergraphs_rand_q0171.hg,2.824,0.03,17.14
hypergraphs_rand_q0172.hg,1.000,0.02,3.69
hypergraphs_rand_q0173.hg,3.471,0.18,185.92
hypergraphs_rand_q0174.hg,7.321,1424.24,TO
hypergraphs_rand_q0175.hg,2.000,0.04,5.18
hypergraphs_rand_q0176.hg,4.727,0.58,TO
hypergraphs_rand_q0177.hg,1.500,0.02,28.28
hypergraphs_rand_q0178.hg,1.000,0.01,0.96
hypergraphs_rand_q0179.hg,4.333,2.26,279.09
hypergraphs_rand_q0180.hg,2.000,0.05,3.9
hypergraphs_rand_q0181.hg,4.970,5.59,TO
hypergraphs_rand_q0182.hg,4.000,0.85,45.82
hypergraphs_rand_q0183.hg,6.643,220.71,TO
hypergraphs_rand_q0184.hg,7.127,1362.41,TO
hypergraphs_rand_q0185.hg,2.500,0.09,16.55
hypergraphs_rand_q0186.hg,3.886,0.07,721.38
hypergraphs_rand_q0187.hg,4.500,0.23,48.09
hypergraphs_rand_q0188.hg,2.855,0.1,348.1
hypergraphs_rand_q0189.hg,6.263,26.59,TO
hypergraphs_rand_q0190.hg,4.000,3.49,68.46
hypergraphs_rand_q0191.hg,3.115,0.08,TO
hypergraphs_rand_q0192.hg,6.785,1109.05,TO
hypergraphs_rand_q0193.hg,-1,TO,TO
hypergraphs_rand_q0194.hg,4.000,1.07,59.86
hypergraphs_rand_q0195.hg,5.147,5.79,TO
hypergraphs_rand_q0196.hg,5.546,14.42,TO
hypergraphs_rand_q0197.hg,6.333,565.65,TO
hypergraphs_rand_q0198.hg,6.954,2023.29,TO
hypergraphs_rand_q0199.hg,-1,TO,TO
hypergraphs_rand_q0200.hg,3.315,0.060000000000000005,TO
hypergraphs_rand_q0201.hg,4.000,2.5100000000000002,75.95
hypergraphs_rand_q0202.hg,4.525,0.85,TO
hypergraphs_rand_q0203.hg,5.824,27.86,TO
hypergraphs_rand_q0204.hg,-1,TO,TO
